# psi Mf af cosiota A2220 A2221 A2330 phi2220 phi2221 phi2330 logL logPrior
2.694462694258132451e+00 6.513893122401375990e+01 6.413374568652289165e-01 4.376702626164910570e-02 5.876389058269548826e+00 3.265719361944483978e+00 2.693374235849463894e-01 3.901190432737580149e-01 2.567640983765938856e+00 2.599801299641993246e+00 2.137768208242632682e+04 0.000000000000000000e+00
4.247211258701535930e-01 6.641260652671890341e+01 6.688167972959387919e-01 -2.313465407389431738e-01 1.181419809137639554e+01 6.508778130209737611e+00 5.839688480749236632e-01 1.761905903656831418e+00 3.864937084430974501e+00 3.910450691586964123e+00 2.137769338540193348e+04 0.000000000000000000e+00
2.920050616267671373e+00 6.669383938561655611e+01 6.801316225305940044e-01 -3.974129757994511181e-01 4.747244682255508330e+00 2.857606063084068726e+00 2.443911272859923267e-01 4.580275510240002235e-01 2.488132646767322598e+00 2.491165297892208752e+00 2.137769759927824271e+04 0.000000000000000000e+00
1.861272305456212361e+00 6.469098534545408086e+01 6.316941921946861438e-01 4.396788869415274581e-01 6.385362921204681186e+00 3.426902251330474769e+00 3.320886365134553819e-01 2.402877897817805586e+00 4.682690609931611014e+00 4.640886694386136213e+00 2.137777006585662093e+04 0.000000000000000000e+00
7.937947641119100783e-01 6.576372416546490740e+01 6.633384629380961739e-01 -5.338167906874007329e-01 4.820923959461064889e+00 2.927803750306892105e+00 2.673398202271434210e-01 2.645400297294819847e+00 4.709041867041449336e+00 4.722841038480448894e+00 2.137780446502080667e+04 0.000000000000000000e+00
9.865735397936007400e-01 6.543502294302237487e+01 6.517687625067527524e-01 3.982246806010253937e-01 5.234504123241739748e+00 2.743013470191455028e+00 2.253615578111853590e-01 3.881194602313252862e+00 6.014405098960093454e+00 6.258749387802544639e+00 2.137787291963624375e+04 0.000000000000000000e+00
2.271959400945403384e+00 6.675290638212260319e+01 6.812498822477957017e-01 1.939249249303927683e-02 1.170637636161422712e+01 7.286826550219882570e+00 5.789453110223615750e-01 3.811275909642599102e-01 2.404145913349527763e+00 2.432000017306453543e+00 2.137791344197147919e+04 0.000000000000000000e+00
2.666304762053230415e-01 6.494131238002793793e+01 6.418945909958048146e-01 3.042497248507231022e-01 8.169205771132912020e+00 4.701648755022920234e+00 3.852359815585673086e-01 5.684900003390523260e+00 1.506575034014274284e+00 1.691764778988451123e+00 2.137803977489679528e+04 0.000000000000000000e+00
4.375443062748369250e-01 6.616825203741919381e+01 6.613201998093817258e-01 5.292126777813285221e-01 5.254869617934505577e+00 2.651427930686377277e+00 2.312754780317144709e-01 5.153342902781222534e+00 9.720963586466170314e-01 1.264075698037071982e+00 2.137808347744187995e+04 0.000000000000000000e+00
1.089285140632153759e+00 6.628545531380723332e+01 6.716247562939403615e-01 9.405636822362568594e-01 2.889976076191500098e+00 1.798600680566523335e+00 3.828915687652484912e-01 3.758643228060674524e+00 5.750584359437785231e+00 5.917726657050947914e+00 2.137808659890666240e+04 0.000000000000000000e+00
1.940879363954552406e-01 6.662352881461585241e+01 6.721055043794906814e-01 -2.568729785671992061e-01 7.707308408014561962e+00 4.093407250875366721e+00 3.327962091804616551e-01 1.049330542154611523e+00 3.036058733840133250e+00 3.240866462992458619e+00 2.137809508012164224e+04 0.000000000000000000e+00
2.502597807643328398e+00 6.471320641129770479e+01 6.328182393689418817e-01 -7.793780173367323427e-02 6.996923802707815554e+00 3.570991283275934514e+00 2.823291549247151089e-01 2.744958107236492029e-01 2.435955927949506883e+00 2.569294143340377090e+00 2.137809995876731409e+04 0.000000000000000000e+00
2.317339653066468053e+00 6.513822387842614603e+01 6.418188600206060634e-01 -4.419749573715444080e-01 5.778172914934302185e+00 3.012947218102715485e+00 2.172286702825414195e-01 5.808255815478678308e+00 1.631469532188260851e+00 1.826177000389626048e+00 2.137816546481192927e+04 0.000000000000000000e+00
6.907331381222210354e-01 6.512869289001321249e+01 6.416846878799803422e-01 -1.554209799730545960e-01 1.061519444754000041e+01 5.664130416198012163e+00 4.288062398323673752e-01 2.970412092018256178e+00 5.105182152801807760e+00 5.242144603284578430e+00 2.137817561190605556e+04 0.000000000000000000e+00
3.733712461078997902e-01 6.531170426283634356e+01 6.518521872967650843e-01 -4.488267383538965816e-01 6.278966499701413184e+00 3.830593466722325147e+00 3.213859743071176833e-01 1.657446785032135939e+00 3.777258328469103255e+00 3.866394605507321725e+00 2.137818827161264926e+04 0.000000000000000000e+00
1.738097130273301927e+00 6.571741467725557584e+01 6.594508192394391566e-01 3.063752940254633184e-01 6.968355414867873243e+00 4.064666704035079903e+00 2.850980650684801776e-01 2.772246823342942701e+00 4.766660145470268617e+00 4.877911064554293574e+00 2.137819018339149625e+04 0.000000000000000000e+00
2.726825307908514961e+00 6.533879592094004352e+01 6.412717338984101900e-01 5.366301630025521741e-01 4.526369718738830983e+00 2.256946709172329868e+00 2.205762799522971163e-01 5.580335367161165516e-01 2.831206126986796967e+00 2.919837061705355730e+00 2.137820864640476066e+04 0.000000000000000000e+00
9.192784502576282213e-01 6.436847559895271331e+01 6.288589475533972184e-01 4.588894131219639072e-01 5.329033910065098745e+00 3.042385997774895490e+00 2.996991358607410394e-01 4.020845044649379751e+00 7.794318221341224595e-03 1.156545223764551406e-01 2.137824717171251541e+04 0.000000000000000000e+00
1.936202980821090325e+00 6.419123833960769332e+01 6.214967253931165114e-01 -6.638582450365813070e-01 4.482050261294160620e+00 2.385564100960478662e+00 2.792234415058171826e-01 4.891981529541037155e+00 9.305834419102977373e-01 9.920483848212838796e-01 2.137826872939577879e+04 0.000000000000000000e+00
1.143260791541707011e-01 6.698111966097212644e+01 6.821485638524175110e-01 -1.628460141122240190e-01 7.698449600985717289e+00 4.564371944403059267e+00 3.377295174438129099e-01 6.971079536439559465e-01 2.698738120671840157e+00 2.738553216914370481e+00 2.137833090389938297e+04 0.000000000000000000e+00
8.317397116118093736e-01 6.587067718123189763e+01 6.639122699617285850e-01 4.846743407841765383e-01 5.018242534148114942e+00 2.991185439719372230e+00 2.582863892027206232e-01 4.161937357820424843e+00 6.187022764161429045e+00 1.282834893224214790e-01 2.137834323790884446e+04 0.000000000000000000e+00
2.238469433591879998e+00 6.683260893586592033e+01 6.760258036054862529e-01 1.708270333482277692e-01 1.032468873892798555e+01 5.494464059261557232e+00 3.699035545163932293e-01 1.008115456797715748e+00 2.943138707724262115e+00 3.144295235721932702e+00 2.137844775962151107e+04 0.000000000000000000e+00
2.103862059289703268e+00 6.425168506641671229e+01 6.267408761767467862e-01 3.403016001975738836e-01 8.487699311603606134e+00 4.709201113476620293e+00 3.960779109535267350e-01 1.695190833112354190e+00 3.918958200601809327e+00 4.011246847954268446e+00 2.137845021589369935e+04 0.000000000000000000e+00
1.593741974013004534e-02 6.438568461366199358e+01 6.266203747074026165e-01 -4.235346320697948586e-01 5.592808117699004100e+00 3.015314770063455274e+00 2.604427395814181700e-01 9.008108939325824016e-01 3.175666501837378863e+00 3.280759637409640384e+00 2.137848455245485093e+04 0.000000000000000000e+00
2.231728055271457178e-01 6.663377252993061006e+01 6.788592092119515309e-01 -3.549945748167558368e-01 6.687565286906094641e+00 4.001169179144847377e+00 3.003302061143933166e-01 1.209441519826711220e+00 3.225228485104125742e+00 3.286524038426421601e+00 2.137857958632426016e+04 0.000000000000000000e+00
1.760896961843885777e-01 6.531623194542201816e+01 6.485058845911365610e-01 -2.213313907190642416e-01 8.391829234660800552e+00 4.607645469564943141e+00 4.389889982069576368e-01 9.386788458887452835e-01 3.102411236347809353e+00 3.259231925468286217e+00 2.137862443010553034e+04 0.000000000000000000e+00
3.913176722954910258e-01 6.472100952143567554e+01 6.335110549629622279e-01 -3.587284087615828509e-01 8.001716530144062034e+00 4.195442911892147464e+00 3.452700194253957022e-01 1.738093456561408789e+00 3.948715418968906654e+00 3.938380962903599958e+00 2.137863299613264462e+04 0.000000000000000000e+00
2.264278764290064583e+00 6.531485239712770863e+01 6.434734606590569728e-01 2.858312686581011564e-01 8.159059381889385065e+00 4.287843122532476237e+00 3.622628593299525579e-01 1.188745410748993647e+00 3.373228762479113740e+00 3.384131153396554570e+00 2.137865905314078918e+04 0.000000000000000000e+00
1.959138050128712116e+00 6.450939444552899715e+01 6.304686139714660298e-01 2.365664202079835465e-01 1.195183710619313544e+01 6.790579228392621403e+00 6.121026267377703833e-01 2.239636367704641806e+00 4.491638196683389594e+00 4.519699238149795129e+00 2.137869329525290959e+04 0.000000000000000000e+00
4.840974064728844617e-01 6.551766407088592814e+01 6.439162827289000024e-01 7.137655877315810526e-01 3.990087460720428858e+00 1.888223283906526051e+00 2.249967042250927973e-01 5.079618329148739342e+00 1.010152329520411119e+00 1.193241414216457574e+00 2.137871118934965125e+04 0.000000000000000000e+00
8.857448537937231414e-01 6.615880415034301620e+01 6.614866589244352557e-01 -7.028956364645470023e-01 3.863402472068962368e+00 2.047950351617454867e+00 2.550496708482502539e-01 2.831747747445463759e+00 5.006814862726155724e+00 4.989888795639460639e+00 2.137872510024908115e+04 0.000000000000000000e+00
4.368983344672189295e-01 6.636403207367017387e+01 6.645489383519764814e-01 -2.213469434962846150e-01 1.241892081392260216e+01 6.126007924097621071e+00 5.104566281292760577e-01 1.849749802557726808e+00 3.914355637929869403e+00 4.137178318483617723e+00 2.137875217563780461e+04 0.000000000000000000e+00
7.598880899718877258e-01 6.612239461323362377e+01 6.653180343509579320e-01 -1.152528002625265863e-01 9.240893817051857084e+00 5.031299715262271377e+00 3.511272968220000568e-01 3.179590073367455805e+00 5.247553228398713188e+00 5.410576506073021541e+00 2.137884953066743765e+04 0.000000000000000000e+00
2.468989829540276570e+00 6.612974787573838853e+01 6.671578277950438451e-01 4.182091792422475418e-01 5.275333075900896951e+00 2.922820042757185099e+00 2.488647392986588491e-01 8.750118925393262082e-01 2.917125943499816021e+00 3.164333428159713968e+00 2.137885473464184543e+04 0.000000000000000000e+00
2.270678818956444633e+00 6.710527645927086837e+01 6.811683521872594627e-01 4.194833505303229848e-01 5.850713787779392661e+00 3.047487269973373714e+00 2.614593668959607764e-01 1.308220502710244260e+00 3.329150707961237909e+00 3.447211811266182924e+00 2.137886785289112231e+04 0.000000000000000000e+00
7.160154720821074736e-01 6.445211002654981769e+01 6.271229097806106934e-01 7.821682929693434261e-01 3.734153360201642347e+00 1.923618580435268566e+00 2.348592542599494959e-01 4.573381306339095786e+00 5.456647432605722381e-01 7.562585856466479406e-01 2.137887000500919021e+04 0.000000000000000000e+00
2.483453487220023126e-01 6.537629881742542182e+01 6.448902585572677815e-01 4.490846351869938746e-01 6.039019062764462653e+00 3.039331280546087033e+00 2.802050518079927111e-01 5.643947387739622457e+00 1.601670437470555264e+00 1.737228553533314068e+00 2.137890054066541052e+04 0.000000000000000000e+00
3.125665385107120886e-01 6.543162047828735695e+01 6.461116521182084238e-01 -9.099882090503746968e-02 1.678438742777296966e+01 8.584649421221172361e+00 6.623481636972318176e-01 9.192528916246782700e-01 3.079851256211568966e+00 3.377693438389067992e+00 2.137890432256884014e+04 0.000000000000000000e+00
2.294381956396808420e+00 6.518680500627803553e+01 6.477038332183042701e-01 3.448402036103234702e-01 7.012849896644928194e+00 3.986020349545021713e+00 3.962720794337180052e-01 1.161710718010034782e+00 3.371011422065481877e+00 3.461697676697441217e+00 2.137892394436561517e+04 0.000000000000000000e+00
3.770189589119344320e-01 6.543580567985272012e+01 6.502000897015197678e-01 1.989795846466551055e-01 1.320494228239451218e+01 6.859111550640778709e+00 5.238253837872246521e-01 5.498173334078413355e+00 1.338286202788905088e+00 1.621584659439615272e+00 2.137895713592564789e+04 0.000000000000000000e+00
1.834919840527625468e+00 6.627531821252188138e+01 6.630886385851223475e-01 7.501160300709798501e-02 1.337132587767908554e+01 6.840497113722177502e+00 4.563464474672534466e-01 3.173390674093052866e+00 5.185777097646279366e+00 5.332434814291378444e+00 2.137895778445497126e+04 0.000000000000000000e+00
4.743440371803567812e-01 6.668498965544301882e+01 6.785880595116303704e-01 -1.988588389000770507e-01 1.372081576854641760e+01 8.386739338657328346e+00 6.886082953218466418e-01 1.956578240723245932e+00 3.998257964691948718e+00 4.040203087119696335e+00 2.137897883135774100e+04 0.000000000000000000e+00
1.340102290564940457e+00 6.618098228655080106e+01 6.637224180550462815e-01 4.335147651163038240e-01 4.637658394532664374e+00 2.551743973421630507e+00 2.375593451625626351e-01 3.358904031611248175e+00 5.388185623560914905e+00 5.463612832223730287e+00 2.137904931476640559e+04 0.000000000000000000e+00
8.445926017537138675e-01 6.682095540963756264e+01 6.710464238903440792e-01 3.227627515135982339e-01 6.095616214140730627e+00 2.984199738646386990e+00 2.441267634825638189e-01 4.082178043377981957e+00 6.137344527284115614e+00 6.277009287239033952e+00 2.137909298513394242e+04 0.000000000000000000e+00
5.662503750279267445e-01 6.649261317291778539e+01 6.651158653966040557e-01 -2.077700411711238260e-01 1.208542718721443698e+01 6.012395830655092865e+00 5.039192276367697731e-01 2.465092431675287354e+00 4.595741387421948154e+00 4.722271765480288153e+00 2.137912842631446256e+04 0.000000000000000000e+00
1.263128580279524904e+00 6.425298243899256079e+01 6.222951822381457276e-01 5.991098646057273491e-01 4.330490918899904784e+00 2.244924589585794550e+00 2.189431956236740640e-01 3.497167846714162032e+00 5.754599633462040842e+00 5.911939457403424747e+00 2.137912930720002259e+04 0.000000000000000000e+00
1.875434704939137331e+00 6.594414340117089068e+01 6.634365718796125799e-01 7.093871654040002916e-02 1.630809889584060102e+01 9.439773328635274297e+00 6.065781768083348124e-01 3.063267471944485454e+00 5.049400940364643375e+00 5.147146701430343363e+00 2.137912959396162478e+04 0.000000000000000000e+00
3.332415949822705170e-01 6.709066964698270397e+01 6.808460829330380548e-01 -1.398366206716514792e-01 1.457306049703846718e+01 7.961858762216754037e+00 5.982238278534862674e-01 1.166641586895250660e+00 3.176161992948197010e+00 3.366287114049785867e+00 2.137913278098623050e+04 0.000000000000000000e+00
3.941454989285541610e-01 6.444470146882984807e+01 6.277842842921407263e-01 2.205620399004687426e-01 1.288829572913119392e+01 7.048342357763524468e+00 6.313231962224317151e-01 5.390816640931592296e+00 1.397596110253992885e+00 1.414858119631612787e+00 2.137914198439697793e+04 0.000000000000000000e+00
2.571854731005490668e-01 6.452760851931299158e+01 6.268506840549520343e-01 -8.077276080347604026e-01 3.602340630727164594e+00 1.916179378826736501e+00 2.636527617354351150e-01 1.539329389004576942e+00 3.745907313616227530e+00 3.811226090115526155e+00 2.137917826273671380e+04 0.000000000000000000e+00
1.331887307245610330e+00 6.617711966655767242e+01 6.598287807423973694e-01 -4.822101342376146627e-01 4.519223094855261635e+00 2.370015579688243612e+00 2.016665779452487262e-01 3.660232655838260740e+00 5.701117226817003392e+00 5.782648022836480273e+00 2.137919842353268177e+04 0.000000000000000000e+00
9.962721812728427828e-01 6.570617573035526959e+01 6.587721001658710662e-01 -1.302033617617187611e-01 6.244956719414411772e+00 3.410509520072467549e+00 2.456475394315585092e-01 3.352185019841616320e+00 5.472610936978635543e+00 5.718763818302477375e+00 2.137920213112749116e+04 0.000000000000000000e+00
1.070306982836197046e-01 6.590671446753981400e+01 6.583103205617315545e-01 -7.033134674052049506e-02 8.353643153612919647e+00 4.654081338913699462e+00 3.450952918794977231e-01 5.218950380024397484e-01 2.533844653688455573e+00 2.569559800604348965e+00 2.137920487369665716e+04 0.000000000000000000e+00
4.276415747308066617e-01 6.576419818760345493e+01 6.532238253026010355e-01 -5.727592164420551857e-01 4.893374929772329907e+00 2.453873184771931282e+00 2.633846318129912656e-01 1.890615182443519338e+00 4.049853035833193005e+00 4.126209834859360548e+00 2.137920644296950923e+04 0.000000000000000000e+00
7.095445419978075874e-01 6.482764880649361317e+01 6.333254180040417403e-01 3.601327388589819489e-01 6.921596259475398583e+00 3.460712346603675549e+00 3.101410858632324685e-01 4.399115110617358937e+00 3.163519191839834210e-01 4.015192204740675730e-01 2.137921315579817747e+04 0.000000000000000000e+00
3.113006886876783064e+00 6.573827539630343608e+01 6.527724834533317200e-01 -5.580384949476173695e-01 4.561247103837132499e+00 2.337941971666292584e+00 2.423980737206424263e-01 9.079170940892715702e-01 3.119731181690668098e+00 3.344604476787925496e+00 2.137921697345528810e+04 0.000000000000000000e+00
2.381076795551792191e+00 6.493655283362022601e+01 6.355802107333116124e-01 -1.209154134270122409e-02 8.899195305954970436e+00 4.555589770119391702e+00 3.435651947426685560e-01 3.625386982316923246e-01 2.545592072389019300e+00 2.524478446141816157e+00 2.137924910009518499e+04 0.000000000000000000e+00
7.341557137283049039e-01 6.533974080778293114e+01 6.522993330878549267e-01 -5.838996896309738283e-01 4.679511269640833859e+00 2.750003381401342484e+00 2.571375884002760071e-01 2.512529024109825482e+00 4.623341912045432878e+00 4.641721337665780212e+00 2.137927536516100372e+04 0.000000000000000000e+00
5.856768059132996251e-01 6.459911506185294172e+01 6.275326306124623388e-01 5.898204011107796019e-01 4.933644793596701383e+00 2.451268119413353652e+00 2.337278782391896126e-01 4.833569682839891968e+00 8.201909621561463970e-01 8.832845148290895398e-01 2.137930164571418572e+04 0.000000000000000000e+00
2.318603970743543741e+00 6.474125604943759527e+01 6.337319720857729211e-01 4.123538092479505646e-01 6.171045758084754418e+00 3.408067846706042126e+00 3.108148006400376917e-01 1.195424468039996579e+00 3.416658370439831671e+00 3.399144810853488519e+00 2.137933158825128339e+04 0.000000000000000000e+00
