# psi Mf af cosiota Q A2220 A2221 phi2220 phi2221 logL logPrior
1.107156051660151741e+00 6.500962140278228674e+01 4.551624725508119362e-01 6.258514275629771806e-01 6.536615684145319349e-01 4.254543753063022571e+00 1.968275894038317819e+00 3.858275011293486489e+00 1.587712116563526621e-01 2.133596119706477111e+04 0.000000000000000000e+00
1.127460575739077431e+00 6.460974043142648782e+01 6.057669850097504582e-01 -2.152230496043535113e-01 2.229397360527896610e-01 5.801657285741197434e+00 2.689674188280634315e+00 3.509789586294711938e+00 6.118644005634593874e+00 2.133596124803192288e+04 0.000000000000000000e+00
1.087636141697883252e+00 6.506582247522425178e+01 6.394770458302921901e-01 -2.521910982011899005e-01 7.669593338448595261e-03 5.718414093129687181e+00 2.708166175871093539e+00 3.427168829079346501e+00 5.956276331459754658e+00 2.133596128205361674e+04 0.000000000000000000e+00
2.907555313076106263e+00 6.451058447197657131e+01 5.751666962973985830e-01 -3.180147840394124681e-01 3.521859859289971362e-01 5.488153986320412514e+00 2.611145857209119736e+00 5.661147140481228579e-01 3.167509610513166152e+00 2.133596169185813051e+04 0.000000000000000000e+00
2.763263435315260530e+00 6.490501038272452661e+01 5.867063652178619027e-01 -1.510968848535731990e-01 3.480161609498640396e-01 5.798522281190806815e+00 2.744517557377761818e+00 4.088007436000697936e-01 2.940237590236928433e+00 2.133596182552873142e+04 0.000000000000000000e+00
2.687859744986764166e-01 6.449957398005494724e+01 5.799514491184283305e-01 -1.635811270320297606e-01 3.416995507808726074e-01 1.218014457447958598e+01 5.904114477726548849e+00 1.111556028596881962e+00 3.665726571989418758e+00 2.133596204220686923e+04 0.000000000000000000e+00
2.382364264778635832e-01 6.561136869741189059e+01 5.758728047005351458e-01 6.264222975179908337e-01 4.223402095631846875e-01 4.555813520714037779e+00 2.149345733693368565e+00 5.641172152854357691e+00 1.882993421112348464e+00 2.133596233186129029e+04 0.000000000000000000e+00
2.612941991034279710e+00 6.456404090264453544e+01 3.938777067384984232e-01 6.517766485234853802e-01 7.427573767851733955e-01 4.179267183499207228e+00 2.034608262134429690e+00 8.089638994700023567e-01 3.346281714816762065e+00 2.133596345751046101e+04 0.000000000000000000e+00
1.256178908103751102e+00 6.490120183181583968e+01 6.073799262554501199e-01 -5.745849352694053502e-01 2.680448520373911458e-01 4.412743780043543396e+00 2.114876818092058741e+00 3.589458617806299934e+00 6.096421382724729554e+00 2.133596370679368192e+04 0.000000000000000000e+00
1.943881500065236301e+00 6.451399647158747541e+01 5.952600617815404505e-01 9.478084697014172999e-01 2.808846148949997734e-01 3.129702596879718968e+00 1.504852500372532376e+00 2.186342592513645489e+00 4.727287777694093585e+00 2.133596493335248670e+04 0.000000000000000000e+00
8.879270965921745029e-01 6.425358233131056807e+01 6.067492296908206795e-01 9.296453462347568086e-01 1.822454235341310069e-01 3.205106619032560111e+00 1.549439764697740696e+00 4.303426367643214512e+00 6.071853707225053354e-01 2.133596573792382333e+04 0.000000000000000000e+00
2.156703086509625500e+00 6.402378561643794797e+01 3.203144035743720752e-01 2.613862835446366661e-01 8.256119244019872738e-01 1.027985268073195613e+01 4.827575190765595714e+00 1.538852973429676085e+00 4.105971720074375497e+00 2.133596586849945379e+04 0.000000000000000000e+00
2.201086018324519333e+00 6.443882776041297689e+01 5.985452055534016269e-01 7.797576525932339853e-02 2.455609935391683818e-01 1.619394989974128762e+01 7.633632872500389688e+00 8.725669272373917096e-01 3.455625093098058098e+00 2.133596689985748526e+04 0.000000000000000000e+00
2.790322423031387444e+00 6.517660813494302374e+01 5.952557190873112303e-01 3.898525369623990211e-01 3.321523429755883217e-01 5.074546551802154859e+00 2.329907293017850378e+00 4.859851256322670898e-01 3.020781005716062673e+00 2.133596747107619740e+04 0.000000000000000000e+00
1.855856126727075894e+00 6.524959015412380836e+01 6.053150327047166490e-01 -6.036434318042650515e-01 3.035282187419585109e-01 4.732180612524435226e+00 2.215474296974825563e+00 4.759392923210282511e+00 9.921768203150469478e-01 2.133596766341850162e+04 0.000000000000000000e+00
2.801196665436123112e-01 6.516457220062508782e+01 6.220787560510415704e-01 -1.882220744410519619e-01 2.172952324476170316e-01 1.152839951608033786e+01 5.504851994515849611e+00 1.207215127429188684e+00 3.756261455285226258e+00 2.133596818416385213e+04 0.000000000000000000e+00
1.334873856019499039e+00 6.433416901799981247e+01 3.958328034015697883e-01 -3.273490806673880482e-01 7.280316935398719602e-01 5.438350778453497902e+00 2.541390411408995575e+00 3.715536512844540340e+00 3.002009818330322183e-02 2.133596820496420696e+04 0.000000000000000000e+00
1.809017335550012540e+00 6.434107497666941811e+01 4.227695219749361688e-01 -1.625133723380560724e-01 6.894872250360513100e-01 1.127628869197449824e+01 5.443249553119568596e+00 4.184220467171618552e+00 4.880291037141245014e-01 2.133596864309382363e+04 0.000000000000000000e+00
2.707589648188468257e+00 6.463368248242939273e+01 5.869780502358349361e-01 -6.513657065856698347e-01 3.216846366383616096e-01 4.179188964805956807e+00 1.973624948025941128e+00 2.488649113054242357e-01 2.817951349065008326e+00 2.133596918529138929e+04 0.000000000000000000e+00
5.879135080245786460e-01 6.515064365698647464e+01 5.461709724414306466e-01 -7.267958454017771075e-01 4.785809105966740140e-01 4.008258188830921220e+00 1.860837677083647668e+00 2.283284537192053154e+00 4.807366046449755181e+00 2.133596978295637382e+04 0.000000000000000000e+00
2.736873725158177173e+00 6.517422252322290888e+01 5.259093381969675018e-01 -6.271425030769869347e-01 5.313227692080474407e-01 4.200047016293595448e+00 2.008823031676674198e+00 2.878862162013980930e-01 2.800450461541700520e+00 2.133597062914505659e+04 0.000000000000000000e+00
1.759394881318365744e+00 6.455726426763440884e+01 5.999222773040521206e-01 -4.478812108169741291e-01 2.532913146264939019e-01 6.021381384588479158e+00 2.879280723288217825e+00 4.491476689560534474e+00 7.982152010669758546e-01 2.133597105409756114e+04 0.000000000000000000e+00
1.933719874941024708e+00 6.437079752579360559e+01 6.239704446874194677e-01 2.124845767821515463e-01 7.211418884760818770e-02 1.278255884616013205e+01 6.276660597598823443e+00 2.449964576879427813e+00 4.987121953385843298e+00 2.133597189072221590e+04 0.000000000000000000e+00
3.361177608090153424e-01 6.502726241425905584e+01 5.123691192088914992e-01 5.428274598860308719e-01 5.555696287653775212e-01 5.351213074499097999e+00 2.610088981723070578e+00 5.435534543002376928e+00 1.681552201909174427e+00 2.133597213114174519e+04 0.000000000000000000e+00
2.474371501559068598e+00 6.526449076022829843e+01 4.855611374761257815e-01 3.359071993824067071e-01 6.080529427700854805e-01 6.084813917049807230e+00 2.777710988414405779e+00 9.155852748858146484e-01 3.465044974254892551e+00 2.133597219508940907e+04 0.000000000000000000e+00
3.303520110033082990e-01 6.447693679685673374e+01 4.234972049162953334e-01 4.261209282729633840e-01 6.915136151985217250e-01 6.809397610964629699e+00 3.310062408580406235e+00 5.518908813894827681e+00 1.822338292725626641e+00 2.133597229911900649e+04 0.000000000000000000e+00
1.505791522267079685e+00 6.452419149784456920e+01 6.067616686688925842e-01 9.894684234394128808e-01 2.061379021810829937e-01 2.997872503735867333e+00 1.420593590318692812e+00 3.079828147836653152e+00 5.676150308815022250e+00 2.133597319324821729e+04 0.000000000000000000e+00
1.743893115380770853e+00 6.529570157376832640e+01 5.317000158901237228e-01 -7.302249620527667684e-01 5.256903313736129846e-01 3.947687135180085960e+00 1.917175351813031670e+00 4.539306514011247629e+00 7.576056253979119859e-01 2.133597372248005922e+04 0.000000000000000000e+00
4.730387460382872722e-01 6.280703996160863056e+01 2.483078582124804978e-01 4.928736594266916460e-01 8.858683529950996949e-01 5.960233316980648510e+00 2.717640792632173952e+00 5.151317625265560807e+00 1.471572010992177271e+00 2.133597373084888750e+04 0.000000000000000000e+00
5.635149731602372425e-01 6.464786392920562719e+01 5.981451593458425586e-01 8.868104255743304298e-01 2.729509987186143904e-01 3.360177711551834978e+00 1.637036792521748607e+00 4.958557030244995723e+00 1.276563043599127756e+00 2.133597466808965692e+04 0.000000000000000000e+00
2.005723517544499401e+00 6.484556867150982384e+01 6.005922299421666555e-01 6.103239603759837983e-01 2.771611037776826048e-01 4.865858868527985770e+00 2.282108819918957643e+00 2.092168578576650173e+00 4.697438115134427328e+00 2.133597470950958086e+04 0.000000000000000000e+00
2.971005097917911009e+00 6.426816126344894542e+01 6.191508366367673988e-01 8.549658850311166181e-02 8.969443845887435651e-02 6.195185228935012667e+00 3.016981771127857037e+00 3.876600491935059956e-01 2.944835425732441614e+00 2.133597560311875714e+04 0.000000000000000000e+00
4.833813929919618668e-01 6.440223578132980720e+01 5.949879960605596319e-01 8.990604934575070484e-01 2.564015445803136672e-01 3.336608820055170010e+00 1.592694472390481675e+00 5.131751251713676076e+00 1.469651613730776019e+00 2.133597618469245936e+04 0.000000000000000000e+00
2.087596290311266145e+00 6.507035154311793690e+01 6.050606670240875617e-01 4.446966273676022374e-01 2.785741741024625462e-01 6.577480821911070308e+00 3.041634643026990936e+00 1.880846173155113377e+00 4.478217367516280412e+00 2.133597640346868138e+04 0.000000000000000000e+00
2.016804563150784269e+00 6.518046827512570474e+01 5.419167793442738468e-01 6.461468711541644705e-01 4.898033133897139457e-01 4.583318257037547028e+00 2.171325492341401375e+00 2.053283210243196599e+00 4.641847378161525484e+00 2.133597734314700938e+04 0.000000000000000000e+00
3.015446423972524048e+00 6.461477177938920136e+01 5.833982602746857760e-01 -1.838384992528211692e-01 3.282260136912946158e-01 6.230388118815362475e+00 3.003840517156548540e+00 6.072305760246554662e-01 3.224443405148722075e+00 2.133597812284266911e+04 0.000000000000000000e+00
2.372168912449009959e+00 6.514808942028122374e+01 6.323508301119880048e-01 6.380184476122552351e-01 1.074422473959875390e-01 4.392346820025569087e+00 2.036220598728057052e+00 1.300985005265414163e+00 3.862589534595349150e+00 2.133597835712499364e+04 0.000000000000000000e+00
2.077135197470668437e+00 6.493691154870397497e+01 5.877409468147237748e-01 4.251060730377234087e-01 3.457195720185891052e-01 6.967857738639393617e+00 3.380557602957368069e+00 1.888794680685792926e+00 4.474575830801809317e+00 2.133597845070761105e+04 0.000000000000000000e+00
4.953161359200319303e-01 6.475784069155719180e+01 6.208215054695154222e-01 3.771970446956445788e-01 1.555723731285695854e-01 7.755790952718472298e+00 3.645700469044076186e+00 5.057307806697085795e+00 1.345591213239861972e+00 2.133597875593059871e+04 0.000000000000000000e+00
2.374983971370379088e+00 6.457976604329552117e+01 6.065666663372100142e-01 5.001193251991150612e-01 2.161453959666091995e-01 5.356244436152959310e+00 2.518066556754336549e+00 1.228423214614995818e+00 3.797310586447727232e+00 2.133597929723146444e+04 0.000000000000000000e+00
1.800285398986700702e+00 6.565021897764724201e+01 5.742152484361046083e-01 3.368554073495845236e-01 4.286694796248292083e-01 7.422808234297098906e+00 3.414718314923032683e+00 2.703818430330783507e+00 5.216842125450245504e+00 2.133598017836010331e+04 0.000000000000000000e+00
1.559843440069779374e+00 6.528351235925957496e+01 5.858295823444026329e-01 -8.653999042377904516e-01 3.713687386102538790e-01 3.381659922941180785e+00 1.613360773185260832e+00 4.213949889383540537e+00 5.111158853343715780e-01 2.133598031875559900e+04 0.000000000000000000e+00
2.217716153033245430e+00 6.466051677920397367e+01 5.203670309813008821e-01 -5.721531489629653189e-01 5.164727300583967784e-01 5.130789197016468073e+00 2.515171902075081789e+00 5.586846246000439109e+00 1.903152989508099857e+00 2.133598073583309815e+04 0.000000000000000000e+00
2.501196784244370974e+00 6.501352291852009557e+01 5.124259250899773077e-01 2.817887084714689738e-01 5.471250276418461178e-01 6.344228296816553758e+00 2.963862017781596414e+00 8.195026518779253699e-01 3.409263152175461276e+00 2.133598127411847963e+04 0.000000000000000000e+00
3.516303112921431717e-01 6.560691890234130597e+01 5.217624202587490823e-01 1.835885757788819905e-01 5.502990134363962005e-01 1.376639366702386624e+01 6.376638062763641202e+00 5.718024910372339065e+00 1.965199955655792197e+00 2.133598274184401816e+04 0.000000000000000000e+00
1.609775362941302745e+00 6.323791862343100689e+01 2.735580521302302115e-01 -3.240008487801434023e-01 8.693845150242387465e-01 6.222356482033115199e+00 2.908152632393659065e+00 4.060456248019326253e+00 2.701369258404062168e-01 2.133598275879045832e+04 0.000000000000000000e+00
2.792274698043112569e+00 6.332429283073959425e+01 2.939182611220281793e-01 6.756864203350206044e-02 8.440803239611208708e-01 5.926797049812837059e+00 2.889372307942510432e+00 4.524429692097026723e-01 3.027975111519486173e+00 2.133598330557100053e+04 0.000000000000000000e+00
1.250540744106655833e+00 6.452236551168802237e+01 4.392246670390126395e-01 5.162633918112218279e-01 6.664164327533563803e-01 4.703948423812662760e+00 2.217331812210777908e+00 3.590162040650833220e+00 6.170385883174802188e+00 2.133598346072495769e+04 0.000000000000000000e+00
1.769427038107229455e+00 6.452789377266613258e+01 4.855032218402299260e-01 6.739595572616454699e-01 5.858326057827325517e-01 4.363172781981346837e+00 2.150824662040866642e+00 2.572469377692765402e+00 5.165498462429690463e+00 2.133598459326818920e+04 0.000000000000000000e+00
4.689867535047818614e-01 6.470906265348459385e+01 5.676126299536315978e-01 -2.833750676713737704e-01 3.853313619513041299e-01 1.049144528040774560e+01 4.917451057597052255e+00 2.074503822334369030e+00 4.697581631311451567e+00 2.133598495131415984e+04 0.000000000000000000e+00
7.065014259998880775e-01 6.445349981863830635e+01 3.398688382180151679e-01 -1.755503750929822138e-01 8.097392255844015896e-01 1.007864231695188550e+01 4.622624329896207307e+00 3.031455906870144545e+00 5.566217114574558700e+00 2.133598516022279364e+04 0.000000000000000000e+00
2.450268659841044805e+00 6.512783584275192084e+01 6.378540196116923022e-01 3.200721538543592204e-01 5.455497474977715616e-02 6.302062140539559820e+00 2.985397540178826414e+00 9.226362211137306701e-01 3.456719152934589090e+00 2.133598557261562019e+04 0.000000000000000000e+00
2.809502820868292616e+00 6.445025090889794228e+01 6.106815093897715041e-01 -4.303348904161394817e-01 1.868354627426926373e-01 4.985532378235845385e+00 2.352892066040436880e+00 4.383071540385660714e-01 2.995671253732840267e+00 2.133598592262703096e+04 0.000000000000000000e+00
2.425442587438726427e+00 6.485011486215138632e+01 5.118502127882433861e-01 1.722706869186736434e-01 5.393098296834408778e-01 7.734131798216107079e+00 3.638359065087276356e+00 7.892250531879707598e-01 3.409485450971880383e+00 2.133598701677242934e+04 0.000000000000000000e+00
2.934899703792893888e+00 6.392300474337198324e+01 3.292052917251361288e-01 3.691195729019679517e-01 8.103776494427776811e-01 5.283548979087886011e+00 2.453483992154556148e+00 3.105167612021352830e-01 2.882746476670459579e+00 2.133598719204566441e+04 0.000000000000000000e+00
1.793561646959544564e+00 6.502809472942259106e+01 5.838058219099936386e-01 -1.511693088601581865e-02 3.556654760886776012e-01 1.295755493897471844e+01 6.155056584660859365e+00 3.661828472175413296e+00 6.252201538970656891e+00 2.133598733383576837e+04 0.000000000000000000e+00
5.970042957092180913e-01 6.562969229593628029e+01 5.038860630645259908e-01 2.700678851607928865e-01 5.906525075680864045e-01 9.784216168357721344e+00 4.613837340248367447e+00 4.644075302936465199e+00 8.895409390565111041e-01 2.133598768393712453e+04 0.000000000000000000e+00
1.653707982401473098e+00 6.426149761156619888e+01 6.173885590019190239e-01 -3.293043025067092788e-01 1.214482302515917239e-02 6.657165698983175339e+00 3.190211853201740944e+00 4.168612485743731888e+00 4.919765941912574436e-01 2.133598922742639115e+04 0.000000000000000000e+00
6.787061699314776708e-02 6.504781882021373463e+01 4.146399527847571820e-01 6.667015698287037662e-01 7.242446257166929025e-01 4.196600813919774353e+00 1.957571729613956091e+00 5.978427818598254007e+00 2.214503528809744104e+00 2.133598947392682385e+04 0.000000000000000000e+00
2.967917121464783037e+00 6.452735020803278587e+01 3.558379202071801362e-01 9.449336332473943223e-01 7.919109428555215491e-01 3.066452951002070826e+00 1.432101847223178126e+00 1.455600233979545688e-01 2.674227183322825940e+00 2.133598981344045023e+04 0.000000000000000000e+00
2.346599113232034739e+00 6.457392129141538817e+01 5.828401560122319358e-01 6.877198835521705078e-01 3.236394622188658587e-01 4.234996474414268519e+00 2.042929794043424785e+00 1.368401299774876456e+00 3.979864541632944785e+00 2.133599023872079124e+04 0.000000000000000000e+00
1.795924232188495617e+00 6.453847383964580331e+01 6.090428028325597376e-01 -4.470079476415252384e-01 2.056119637045439874e-01 6.168718139842551906e+00 2.929472579299899238e+00 4.563177703711238209e+00 8.483719322193800094e-01 2.133599026969300394e+04 0.000000000000000000e+00
1.068715456767641792e+00 6.526434989813675713e+01 5.713725781713316909e-01 -4.630314985606781009e-01 4.139784093683275268e-01 4.961038326953829625e+00 2.321753713872515501e+00 3.324173452832866804e+00 5.913734120885671075e+00 2.133599097586549397e+04 0.000000000000000000e+00
3.050352204877915252e+00 6.490518125470482858e+01 6.183293307814285988e-01 9.145705688167685699e-01 1.842078248316606215e-01 3.211899037926855716e+00 1.469942044533541603e+00 8.716218801549696811e-04 2.592768614565535756e+00 2.133599098013290495e+04 0.000000000000000000e+00
2.083283718249569816e+00 6.472146165505890281e+01 4.226870767544320673e-01 1.393970168963652168e-01 7.018053382457618561e-01 1.984811594788992295e+01 9.228987699221743668e+00 1.655105405750909808e+00 4.216229831256509186e+00 2.133599108062621235e+04 0.000000000000000000e+00
2.911218952537819038e-01 6.550307346180450452e+01 5.243050347575198833e-01 2.669027391146155948e-01 5.395175536643035397e-01 9.447619402605406336e+00 4.288290322796521004e+00 5.786356341975651851e+00 2.051929814438700372e+00 2.133599132139329959e+04 0.000000000000000000e+00
1.313292718355178801e+00 6.538395429414703131e+01 5.171283091436240653e-01 6.836462824590415766e-01 5.568185448570324159e-01 4.007190204430020941e+00 1.905546628448334001e+00 3.457032314515356752e+00 5.998235409605710444e+00 2.133599175635474239e+04 0.000000000000000000e+00
2.305085565923495616e-01 6.530917571841948188e+01 5.982618475484720033e-01 -5.125481781265458503e-01 3.356625711357529296e-01 5.417041108515993741e+00 2.583030852984368853e+00 1.456171885367724350e+00 3.969958469550386670e+00 2.133599277656709091e+04 0.000000000000000000e+00
5.779106137280733968e-01 6.529588415965923787e+01 4.872245539818642612e-01 3.837254613641347678e-01 6.124925209819184202e-01 7.407458040981965475e+00 3.542435768104500227e+00 4.808425530945524606e+00 1.067793133306009112e+00 2.133599359095558975e+04 0.000000000000000000e+00
4.894606865817392460e-01 6.438558460466440181e+01 4.187720550317757251e-01 3.588800425495847768e-01 6.960199693679794963e-01 8.263399254776439662e+00 3.960226937079256437e+00 5.076563690709333443e+00 1.374757953950364708e+00 2.133599398779161129e+04 0.000000000000000000e+00
1.801950080668000442e+00 6.406013803566618492e+01 3.174538130369711775e-01 -1.450605001177934228e-01 8.304566208585890674e-01 1.124449143928675987e+01 5.260745139232914980e+00 4.118261972310730989e+00 3.846941532205633840e-01 2.133599403705968143e+04 0.000000000000000000e+00
1.778067660894803170e+00 6.526494745585600299e+01 5.474954550909355566e-01 4.106151295114581767e-01 4.746745271012868250e-01 6.444200939272132445e+00 3.034146102580693505e+00 2.702023861784221381e+00 5.304562215432274463e+00 2.133599429798854908e+04 0.000000000000000000e+00
1.582624198751559685e+00 6.451840494130412651e+01 4.501225002186326485e-01 5.419474524154377360e-01 6.453578853136957560e-01 4.905811243138509248e+00 2.316617098612548720e+00 3.019531427445373506e+00 5.634915473226179472e+00 2.133599465822029379e+04 0.000000000000000000e+00
2.718933160170495356e+00 6.536778669784861506e+01 5.891639171832506738e-01 -6.067875152373152225e-01 3.696531377003662855e-01 4.315220666760891000e+00 2.067916894063033695e+00 2.706308986027800567e-01 2.829998839341952177e+00 2.133599496607792389e+04 0.000000000000000000e+00
2.957473724834446926e+00 6.418693911225881266e+01 3.810849433888400806e-01 7.294378987978937801e-01 7.517662785862095909e-01 3.903302489086195148e+00 1.904742833197553109e+00 1.657084130711809766e-01 2.711535369963903097e+00 2.133599505806489105e+04 0.000000000000000000e+00
2.925271347124485111e+00 6.202211517060113266e+01 2.093335875775147459e-01 -5.706585211329826546e-01 9.190710043285406083e-01 4.384008052929138977e+00 2.053861693382181386e+00 6.255071185517531163e-01 3.128935128739050331e+00 2.133599505879010394e+04 0.000000000000000000e+00
2.134350008545485622e+00 6.396374956192352812e+01 3.156786082029438556e-01 -4.439698675643892201e-01 8.311210998485137891e-01 6.442163172019200523e+00 3.036384297811794752e+00 5.429331251618987331e+00 1.655383816187921964e+00 2.133599531256225964e+04 0.000000000000000000e+00
2.614296628600721317e-01 6.427083177600158592e+01 6.174178715754521374e-01 -2.854474772955811757e-02 4.573285361416459111e-02 1.527488965541823340e+01 7.306856392745852524e+00 6.020356692129595899e-01 3.234108426960035310e+00 2.133599575786534479e+04 0.000000000000000000e+00
1.765137964647145896e+00 6.453746926411217544e+01 5.902058390304335544e-01 -9.408652981290511752e-01 3.083439838818438083e-01 3.166041305006452422e+00 1.536834921734328008e+00 4.620119378576613478e+00 9.120344455104233417e-01 2.133599655915721087e+04 0.000000000000000000e+00
2.389800092692262456e+00 6.463658819146805001e+01 5.263494173981109192e-01 -5.529582858036343751e-01 5.022961798670586564e-01 5.004392598472165332e+00 2.427825566052516759e+00 5.961946069856111308e+00 2.261379392034934099e+00 2.133599707483940074e+04 0.000000000000000000e+00
2.305498667744755981e+00 6.486252164520996644e+01 5.756456372674535471e-01 -2.208557292233117308e-01 3.701813088926909079e-01 8.974332870624516900e+00 4.291361422405136850e+00 6.145529624429108217e+00 2.492579630777452149e+00 2.133599735728585438e+04 0.000000000000000000e+00
2.952734214009542946e+00 6.240990876033860957e+01 2.365675560260506738e-01 -6.321351816206874918e-01 8.956597768800882431e-01 4.197534616971736909e+00 1.974671953516528911e+00 6.863834264455769274e-01 3.190105182795945904e+00 2.133599845508338331e+04 0.000000000000000000e+00
2.315713809773187304e+00 6.517798403162356635e+01 6.160564809598290115e-01 -9.467511854849199049e-02 2.512443085555215450e-01 1.030095973728680647e+01 4.973200648331167706e+00 1.481318813119320288e-01 2.671648933066280041e+00 2.133599853338932735e+04 0.000000000000000000e+00
9.535381460503313811e-01 6.499414554215415762e+01 4.603783256466431051e-01 5.951070786153752623e-01 6.505081512868466920e-01 4.475581882658795863e+00 2.144268103981191942e+00 4.099916996593761631e+00 3.165994877053645573e-01 2.133599880414765721e+04 0.000000000000000000e+00
2.026240523844766273e+00 6.520750530978602910e+01 6.287515827026676218e-01 -6.769025945545076306e-01 1.668457811683555225e-01 4.281567804938005928e+00 1.975544953167630347e+00 5.153982091695738177e+00 1.402610730564252339e+00 2.133599905046304775e+04 0.000000000000000000e+00
1.085121838332473887e+00 6.474194303907360393e+01 4.230730204113421489e-01 -2.481736958216710087e-01 7.035229725521505717e-01 5.762826386478946183e+00 2.793195432961991909e+00 3.424430833881289438e+00 5.961348717660132301e+00 2.133599935156143692e+04 0.000000000000000000e+00
1.770137100133111874e+00 6.455194743267865931e+01 4.202290563734991102e-01 2.334514604495661616e-01 7.017451532243527135e-01 8.973120502695543621e+00 4.410601702881664643e+00 2.922176977900930339e+00 5.484644108110388494e+00 2.133599969472706653e+04 0.000000000000000000e+00
6.739882897362501346e-01 6.497682070767488938e+01 6.125984955254386577e-01 -2.128026967600439301e-01 2.524720659594529293e-01 1.015453079498138145e+01 4.887862238100592727e+00 2.847384592374979650e+00 5.392474205043945368e+00 2.133599978800327881e+04 0.000000000000000000e+00
2.428035418553900815e+00 6.529576294331054953e+01 6.129437637408884365e-01 2.267315519165766582e-02 2.753575465961026203e-01 8.106639584763740913e+00 3.779650971424938444e+00 4.817340003403400295e-01 2.978056279615739044e+00 2.133600016847347797e+04 0.000000000000000000e+00
6.047619798969866567e-01 6.423500121821054165e+01 6.109098155083356740e-01 1.831166902231392279e-01 1.416742984391817783e-01 1.302952698876317683e+01 6.213612089684797724e+00 4.470347182205997250e+00 7.709191362748333276e-01 2.133600041593299102e+04 0.000000000000000000e+00
1.285765533602421185e+00 6.485738550156747806e+01 5.674939593930723447e-01 4.560679102501375426e-01 4.053974158294409436e-01 4.931157529256984695e+00 2.399851929454740684e+00 3.519790217161181456e+00 6.069055896040987719e+00 2.133600085447446327e+04 0.000000000000000000e+00
9.415847075955162404e-02 6.450738330741171467e+01 6.110713201348624279e-01 -9.069498935815702989e-01 1.885866612139966980e-01 3.273579396194556956e+00 1.567930166673759507e+00 1.286335513523004126e+00 3.880820090717617799e+00 2.133600158391729201e+04 0.000000000000000000e+00
2.831972637687334871e+00 6.540378910266373680e+01 5.866335538245803782e-01 1.606970234792289010e-01 3.730069465723371280e-01 5.674882223341822574e+00 2.595095749425150089e+00 4.481139142979251866e-01 3.008217738123035279e+00 2.133600188681965665e+04 0.000000000000000000e+00
2.554790335526274880e+00 6.546603885832148251e+01 6.068897726286694994e-01 4.941224654734990285e-01 3.066110801223778659e-01 4.915751196420979241e+00 2.280704256946849640e+00 8.772399017747199990e-01 3.404198731189827409e+00 2.133600380135089290e+04 0.000000000000000000e+00
2.658552217064769074e+00 6.529645077800002184e+01 5.578392042570776699e-01 2.829561342416201941e-01 4.475236967558909318e-01 5.668254874182233394e+00 2.656802241425519462e+00 6.362299494468884875e-01 3.239696834628472910e+00 2.133600404306627024e+04 0.000000000000000000e+00
1.062853762209321040e+00 6.313350101316415675e+01 2.996803764774889078e-01 8.639790831220320877e-01 8.317008332901474343e-01 3.434211921577636772e+00 1.662270253385512486e+00 3.958581642243963028e+00 2.639733070044243957e-01 2.133600456758015207e+04 0.000000000000000000e+00
2.972251447118013257e+00 6.476116719200045679e+01 5.483041085365046863e-01 -3.123362276848621333e-01 4.453822640549404133e-01 5.632257425626040259e+00 2.674585824545523405e+00 6.513698404888390581e-01 3.286738426594705498e+00 2.133600462546971539e+04 0.000000000000000000e+00
2.347840920997144476e+00 6.502277650206563919e+01 4.990761754164788067e-01 6.153607176234243692e-01 5.827831334203522617e-01 4.583171616730676412e+00 2.247081579847280519e+00 1.306108212874812935e+00 3.820821361095547264e+00 2.133600479582291155e+04 0.000000000000000000e+00
2.699845224153845091e-01 6.491728740797216801e+01 5.129763792988485394e-01 -2.989476996137089282e-01 5.501289783371411390e-01 8.615563021617973050e+00 4.246640833303502838e+00 1.368404095949018018e+00 3.902168175621965496e+00 2.133600487095054268e+04 0.000000000000000000e+00
2.959057394290323550e+00 6.498790484253721900e+01 6.204257815063098924e-01 -5.077294751079795138e-02 1.994152816629750080e-01 6.120854224510991592e+00 2.928747619726846718e+00 4.685550066240175560e-01 3.000739514474529024e+00 2.133600490569270551e+04 0.000000000000000000e+00
2.633948543156864552e+00 6.400681584082754227e+01 3.624087750987032841e-01 5.850711364786876922e-01 7.707672168263358659e-01 4.525914265809008796e+00 2.204346653353488783e+00 7.751067174595765996e-01 3.367656739411702294e+00 2.133600513432375374e+04 0.000000000000000000e+00
2.832569053964609118e+00 6.457149619156984954e+01 6.169961065617992624e-01 -3.868525012132009167e-01 1.727914990405463036e-01 5.169687673528145844e+00 2.504105960010714949e+00 4.572687637350705270e-01 3.004242246941575711e+00 2.133600557517355628e+04 0.000000000000000000e+00
1.333671089892416228e+00 6.514689529040416005e+01 5.213080918879788861e-01 2.198120472769757305e-01 5.386328104153977891e-01 5.709212185467171352e+00 2.733486767675022744e+00 3.509294408985625502e+00 6.057147266349789838e+00 2.133600568826985545e+04 0.000000000000000000e+00
6.742816951119932067e-01 6.457578825517052223e+01 5.453443184599163773e-01 5.908568160090135746e-02 4.457221150805421028e-01 1.388428220881768027e+01 6.698028511896820802e+00 3.850149820960375724e+00 1.742062002890480965e-01 2.133600669805124198e+04 0.000000000000000000e+00
1.620756041134223668e+00 6.538207494738973935e+01 5.338705240604730839e-01 -3.265794611627287347e-01 5.220711358243735889e-01 6.311358327863427320e+00 3.028699649938875638e+00 4.078072573268346268e+00 3.155080215328688320e-01 2.133600677780933620e+04 0.000000000000000000e+00
