# psi Mf af cosiota Q A2220 A2221 A2330 phi2220 phi2221 phi2330 logL logPrior
9.041090851645520177e-01 6.398077649425863456e+01 2.905031209865061581e-01 -5.052636438475929248e-01 8.630309305484865634e-01 6.917726407919489340e+00 4.948783653708192176e+00 2.404310164053407792e-02 2.430995033974189923e+00 4.886522113253082722e+00 1.927199472775015687e+00 2.112434111986571952e+04 0.000000000000000000e+00
2.357474913807986461e+00 6.523509352728788713e+01 6.274225596355044177e-01 -1.490795202905489392e-01 9.924812166764943738e-03 1.192319987442922624e+01 7.017537033707088590e+00 3.712502834950272557e-01 5.898341777706823663e+00 2.053253687777792713e+00 5.318826426143097308e+00 2.112563740174139821e+04 0.000000000000000000e+00
1.577555121904275159e+00 6.593493160065433756e+01 4.772285246678666937e-01 -7.784741117525612042e-02 6.375151493032508165e-01 1.009956713180927501e+01 6.987035124690994081e+00 9.901785096527547861e-03 3.172157846200574394e+00 5.658372489434440489e+00 3.475604859892287291e+00 2.112580270418578220e+04 0.000000000000000000e+00
1.926120253242685765e+00 6.788835979231114948e+01 6.746788197379468555e-01 -2.801959096352784617e-01 1.921198631147380542e-01 1.293088889478034353e+01 8.826820498897037126e+00 1.752020363283024185e-01 4.214482416106862139e+00 3.228802631856430572e-01 4.304190383982321677e+00 2.112586604468846053e+04 0.000000000000000000e+00
1.404991420407109004e+00 6.510272318365544209e+01 2.991187969513623424e-01 7.312055998223134790e-01 8.709158294984078452e-01 5.020701373994834960e+00 3.488965691629133836e+00 1.061600078371969930e-01 2.703967897224385020e+00 5.053424140977549328e+00 2.606410367900580560e+00 2.112601047498127809e+04 0.000000000000000000e+00
1.781231725193063387e+00 6.613366235263970339e+01 4.283546141731145451e-01 3.939585937411135275e-01 7.120756861497421486e-01 8.961852398896322569e+00 5.400690474611229419e+00 9.064787886968186936e-02 2.227708542466338315e+00 4.776705686923413019e+00 9.157046561907553617e-01 2.112614650533216991e+04 0.000000000000000000e+00
6.993638379870540378e-01 6.609606055874280628e+01 6.068065889571238047e-01 2.333338203801363919e-01 2.969459583836428496e-01 1.233807082472711336e+01 7.333526024899946094e+00 2.894374932080653884e-01 3.825509045892144133e+00 6.672915993352236674e-02 2.960963726652251715e+00 2.112669220741130630e+04 0.000000000000000000e+00
5.795567115697844995e-01 6.535576444717804634e+01 4.783865570151331070e-01 3.219684610401037372e-01 6.080664518688821962e-01 1.192329714059848378e+01 7.874060646939616603e+00 2.044592439926375682e-01 4.255007399307227267e+00 4.646175188300284975e-01 3.816599177963200695e+00 2.112679290067803595e+04 0.000000000000000000e+00
1.798845902854501855e+00 6.556335759420170461e+01 5.134845109435175470e-01 -9.917537194003531176e-02 5.448868467596164056e-01 1.694124361571790516e+01 1.089327196386553354e+01 1.494344501355026056e-01 3.478545354367455822e+00 6.029370001674477564e+00 2.620561298977625242e+00 2.112707057673917734e+04 0.000000000000000000e+00
1.777481905042693766e+00 6.547903885115822220e+01 4.916935790138418638e-01 1.852188008868407010e-01 5.775181028052699395e-01 1.363365829758148706e+01 8.171261546407706078e+00 3.907860691763828664e-01 2.558770032540074180e+00 5.085905703860788662e+00 1.823189566119873151e+00 2.112725380832095834e+04 0.000000000000000000e+00
7.081635197821762873e-01 6.588547153060882522e+01 5.146461575488295859e-01 7.085965803084832704e-01 5.710165400878409736e-01 5.603050486555162912e+00 3.936102978937916941e+00 4.048672531587473034e-02 4.082947525299581493e+00 2.666954414412304741e-01 2.624356094528064176e+00 2.112736139944096067e+04 0.000000000000000000e+00
6.448879227328417896e-01 6.527366385214227762e+01 6.245625317546507071e-01 -2.253351451154897711e-01 1.943284144104860112e-01 1.405360470509681647e+01 9.709665997306084151e+00 2.071148493457640738e-01 2.195203002925236291e+00 4.591794153597916761e+00 1.889254382055897574e+00 2.112736426921150269e+04 0.000000000000000000e+00
2.786703567835006723e+00 6.703828536427951690e+01 4.121642255138527333e-01 3.130770437028260883e-02 7.685458570582974769e-01 7.455084186750533526e+00 5.414189988418733890e+00 2.423022870681450225e-01 6.144725093907474012e+00 2.115864150855410575e+00 2.954689078811922887e-02 2.112738192872691798e+04 0.000000000000000000e+00
8.924287104074478671e-01 6.777067386958131578e+01 6.686461210678087408e-01 2.358671045844364378e-01 8.648248389318831386e-02 8.819052793633147758e+00 4.813813893175610481e+00 2.398021506914991274e-01 3.518258082147968313e+00 5.946140733691289704e+00 3.086260712018554120e+00 2.112741411693901318e+04 0.000000000000000000e+00
1.240012972434001881e+00 6.501562266218384423e+01 6.243880470836035146e-01 -3.397219319173802043e-01 1.271373341778297694e-01 7.351367171884499285e+00 4.961008923593039022e+00 7.608719410968312058e-02 3.049320588408455102e+00 5.577920291187504098e+00 1.408850201159788540e+00 2.112756987695403222e+04 0.000000000000000000e+00
2.268478017578665629e+00 6.722843750781754579e+01 6.626944377214175619e-01 -1.798068029904013598e-01 1.459793279788826614e-01 1.373134089725257034e+01 9.004168770811082467e+00 1.637523205491757394e-01 5.621825005285736587e+00 1.803771789605427722e+00 4.914990249911879161e+00 2.112767343785379853e+04 0.000000000000000000e+00
4.692473179333936928e-01 6.641384143284894037e+01 6.464439034107225535e-01 -2.758288786440851181e-01 4.904868568184105743e-02 1.397926840019506578e+01 8.147739316197112558e+00 5.112251825449501963e-01 1.599790403838560637e+00 4.006995685703643062e+00 1.228977122557705082e+00 2.112768143200999839e+04 0.000000000000000000e+00
3.054498024182982441e+00 6.671095895587176017e+01 6.566112087877941095e-01 -1.184276776771914508e-01 7.641799058957041146e-02 8.690595560040582868e+00 5.519536042342480187e+00 1.928145905572954677e-01 6.019416046515960877e-02 2.491784308129660008e+00 6.059473246287057080e+00 2.112768809819684247e+04 0.000000000000000000e+00
1.978240718125399145e+00 6.810599840266968386e+01 6.210508805723926606e-01 -1.638347071991324011e-01 3.739801355047369102e-01 2.191044404539850987e+01 1.181507272995696489e+01 6.277929624558549193e-01 4.402440262699254703e+00 5.849860156439928849e-01 3.872796907517223275e+00 2.112769071770054143e+04 0.000000000000000000e+00
2.070686859133348712e+00 6.581767208517480583e+01 6.493634626303526058e-01 1.722611315252586539e-01 3.147356256699342797e-02 2.270615653820738089e+01 1.471237643837761411e+01 3.360989195954704467e-01 1.250151231337112590e+00 3.733191329356169152e+00 1.621801068544627966e-01 2.112772567383028581e+04 0.000000000000000000e+00
2.833037586795069895e+00 6.570006566430778605e+01 3.912362189170013882e-01 2.338390110419432122e-01 7.674243082019179818e-01 7.357314831820085388e+00 5.185251054860153808e+00 1.239480668037493682e-01 6.146876736391263307e+00 2.231098129315570056e+00 5.553367135648239916e+00 2.112785945527698277e+04 0.000000000000000000e+00
1.868508934989660863e+00 6.728141035579724871e+01 6.328478465906889339e-01 5.470062143829304002e-01 2.625096439432305084e-01 6.909279008342613437e+00 3.642423797022102505e+00 2.053939857971662508e-01 1.981697033145997322e+00 4.518417292810213759e+00 1.175400831661490120e+00 2.112808352381785517e+04 0.000000000000000000e+00
1.814736333878212537e+00 6.750174323864177950e+01 6.223257671820902059e-01 7.152526086111121728e-02 3.707890812248151313e-01 1.743477300810436148e+01 1.171640594927562518e+01 4.545957032312266111e-01 2.743418296749478458e+00 5.080142553511914016e+00 2.109643282699103839e+00 2.112809621011943818e+04 0.000000000000000000e+00
1.692674395611702520e+00 6.183231686925418558e+01 1.775395587171125222e-01 3.547250901056484690e-02 9.437409997933264849e-01 1.262808322911270942e+01 8.175843873746499568e+00 1.478379343178297944e-01 2.979272380102924611e+00 5.460551059476300040e+00 1.488919597962827801e+00 2.112810678266926698e+04 0.000000000000000000e+00
1.145959942520874186e+00 6.704044840338821132e+01 3.824686043308252459e-01 -5.913959274958275891e-01 7.941828565917310456e-01 5.512792344480699214e+00 3.171192521119223340e+00 2.095590760640506367e-01 2.944417116148132951e+00 5.262947331376913063e+00 2.352677482673279474e+00 2.112826422387202547e+04 0.000000000000000000e+00
