# psi Mf af cosiota Q A2220 A2221 A2330 phi2220 phi2221 phi2330 logL logPrior
1.433457930397684876e+00 6.707035326291988042e+01 6.448750227234743004e-01 -5.685257478656966512e-01 2.289377289001920390e-01 6.561526200999413305e+00 5.074203423207388042e+00 2.890623470808949547e-01 3.058509128700779733e+00 5.460743068168179448e+00 5.238035369671116825e+00 2.111079953807013590e+04 0.000000000000000000e+00
1.098669040884109993e+00 6.543344052248423282e+01 5.816397559827145569e-01 2.866739921271124203e-01 3.647639998006135253e-01 8.491557461636926263e+00 7.215414162625227945e+00 4.004732537666449987e-01 2.859160049565323103e+00 5.286655665620673794e+00 5.066341433485583856e+00 2.111225956527499511e+04 0.000000000000000000e+00
1.945371647003762750e+00 6.665945194931681783e+01 6.432874822855692010e-01 -5.014493166740555674e-01 2.681894253822209584e-01 8.518480167561730099e+00 8.474320036485705643e+00 4.130032113484011225e-01 3.938635216472373024e+00 6.238586481110685256e+00 5.850659575746912644e+00 2.111252398433213602e+04 0.000000000000000000e+00
2.935095354755136388e+00 6.698767131959968424e+01 5.821994261227211309e-01 -5.548570462389920133e-01 4.505992112911426095e-01 6.565655007652420494e+00 5.179051544130337525e+00 3.044468466913205495e-01 6.064922784186769888e+00 2.138444684760166137e+00 1.760687803394144657e+00 2.111309129297410982e+04 0.000000000000000000e+00
2.241125399377435379e+00 6.641371991665353391e+01 5.384740194638319988e-01 -8.879599267226752080e-01 5.491946996701486672e-01 4.797656023682021598e+00 4.424517841328603041e+00 4.259846187882814217e-01 4.622983401843081985e+00 6.149882304939389144e-01 6.223704963912038757e+00 2.111317448056979993e+04 0.000000000000000000e+00
2.338733004330135312e+00 6.428383503615907557e+01 2.678464982370458158e-01 -6.224107154550161392e-01 8.940876387423888350e-01 6.312212833244318588e+00 5.927454357603848756e+00 3.535992234009967539e-01 4.870333478854304232e+00 8.088909143522826639e-01 1.457168084427375339e-02 2.111343067741441337e+04 0.000000000000000000e+00
2.069970131111074974e+00 6.489677080801570241e+01 5.546992231309111343e-01 -2.640748852957534587e-01 4.142777028722286481e-01 1.662388680214104397e+01 1.417385249357402976e+01 5.623330403800808064e-01 4.431921481569233379e+00 5.088355144968522703e-01 2.127120361365864853e-01 2.111491290014069091e+04 0.000000000000000000e+00
1.423068209405833340e+00 6.111520001024485538e+01 1.594015589938171107e-01 6.583878045882378682e-01 9.513287660077373031e-01 6.124945237537062326e+00 5.128622776677534745e+00 2.964162671470400023e-01 2.359060687954496860e+00 4.749044873279001600e+00 4.545225302905734566e+00 2.111494186219571930e+04 0.000000000000000000e+00
2.480297716937633012e+00 6.221240660176269444e+01 2.094533022007358802e-01 -1.736941416316558906e-01 9.154407519012537353e-01 1.064324565903920927e+01 8.924645302914028022e+00 3.438013302475438904e-01 5.572391142904201899e+00 1.694291763977939791e+00 1.532226412718444841e+00 2.111506933552662304e+04 0.000000000000000000e+00
1.673306380392586279e+00 6.637784938559836689e+01 5.731076645436744554e-01 2.243385481557466088e-01 4.336910375024596864e-01 1.114230164955447755e+01 8.988657470238347713e+00 3.533110674647434446e-01 2.271130213491816541e+00 4.579122437320973127e+00 3.955464632059435548e+00 2.111512696706824499e+04 0.000000000000000000e+00
2.687636258967254221e+00 6.441605312832534480e+01 6.202545788604799659e-01 5.404200540162845678e-01 5.708566878449595344e-02 6.922786922081932026e+00 6.245158698843245482e+00 3.226067008566232408e-01 6.012693286102181567e+00 2.081361993118076459e+00 1.789800576214948924e+00 2.111528837451852814e+04 0.000000000000000000e+00
7.565589522893664265e-01 6.555439564056652557e+01 6.017810449746450185e-01 1.371285153721454597e-01 2.831230853773067935e-01 1.445896949997972847e+01 1.163752187249867376e+01 5.802463471173902043e-01 3.113069874289993599e+00 5.535828909016196953e+00 5.344786085136093767e+00 2.111530526114696113e+04 0.000000000000000000e+00
8.727649066008295042e-01 6.692295178201207762e+01 6.549597538073160807e-01 2.577320350811866390e-01 2.393021562964489091e-01 1.001270960307160784e+01 9.488964714458157701e+00 5.157398880761482340e-01 3.026281576323429423e+00 5.362871471630702658e+00 4.962498097628759375e+00 2.111536365957503585e+04 0.000000000000000000e+00
1.460158114506857840e+00 6.590763856312248947e+01 6.482642657082491322e-01 3.693553740007471942e-01 1.142895786384944962e-01 8.174412824332275562e+00 7.194441264743301367e+00 3.286927935463959116e-01 2.368712382723401344e+00 4.745360138554729268e+00 4.647387107030223952e+00 2.111542835473345986e+04 0.000000000000000000e+00
4.477116815724420662e-01 6.403222531130285233e+01 3.426687349499279445e-01 -9.208338895816058356e-01 7.979541835857459908e-01 4.838890013371394794e+00 4.620056659810213517e+00 5.331337067301558097e-01 1.040525600934241846e+00 3.380438505153300799e+00 2.839226883443930483e+00 2.111547897348575134e+04 0.000000000000000000e+00
1.833869192723739827e+00 6.676853219456096156e+01 5.943216428468256485e-01 1.016084530607443276e-01 3.902836937028146269e-01 1.987710631915441084e+01 1.498333448254895295e+01 6.040971373796999444e-01 2.305691646342417744e+00 4.696859511030580414e+00 4.375558270328058441e+00 2.111549422482757655e+04 0.000000000000000000e+00
7.733278971711339544e-02 6.732069201707180639e+01 5.762002893123127079e-01 1.385264898494837638e-01 4.842918543405661524e-01 1.148170843039478761e+01 9.362842155172062419e+00 4.464342133057905282e-01 5.561952793570112519e+00 1.633300995883583129e+00 1.445651323615286366e+00 2.111563727319788086e+04 0.000000000000000000e+00
3.734927549838620853e-01 6.551654599166990067e+01 3.480926373905109394e-01 -5.406250571846715758e-01 8.133150881139137311e-01 7.909506861525132493e+00 6.274660064595711795e+00 2.925463880188726717e-01 9.445576182110451136e-01 3.291783530566499305e+00 2.786877825470091885e+00 2.111571082194909468e+04 0.000000000000000000e+00
8.662780602422172072e-01 6.555716829968774562e+01 5.340108079897381010e-01 -2.518367822157165925e-01 5.233950211434074129e-01 1.060510013955450503e+01 9.904286924397434078e+00 4.104059829526391923e-01 2.210735952014005079e+00 4.563572117947470197e+00 4.260336205573106660e+00 2.111588964746333295e+04 0.000000000000000000e+00
1.860544180395295122e+00 6.514625728296562102e+01 5.696463599382427523e-01 2.265722743416462848e-01 3.944867445741085388e-01 1.634460531624994317e+01 1.465958834848118997e+01 6.862603671189365651e-01 1.786809948029855377e+00 4.181696837384672349e+00 3.932940956290233103e+00 2.111596916308239815e+04 0.000000000000000000e+00
2.170226926330936390e+00 6.724419099682083356e+01 6.526073025703973407e-01 -3.858832042870329881e-01 2.420469674534466431e-01 1.054533490162978460e+01 8.876400319845998865e+00 3.896192167080596014e-01 4.647666554004930006e+00 7.154035220541145046e-01 4.886000733376905658e-01 2.111606186576436448e+04 0.000000000000000000e+00
2.337668203329055505e-01 6.518171343476517166e+01 6.363306350189544824e-01 -2.704019002997999910e-01 7.266347264770453562e-02 1.309974261569582588e+01 1.137595263649499344e+01 5.723510040939313592e-01 3.342220038639345248e-01 2.726496756610406358e+00 2.527883400701531613e+00 2.111614261391894615e+04 0.000000000000000000e+00
4.502519604626861738e-01 6.505238927403587468e+01 4.864460880377583507e-01 -4.186481994649751126e-01 6.067620402399344082e-01 1.059812753684661857e+01 1.006208122160353824e+01 4.588650857961756868e-01 1.030508411859427653e+00 3.365309935355879745e+00 2.981541522419630663e+00 2.111619967740098218e+04 0.000000000000000000e+00
9.121298257899268513e-01 6.361616552472055020e+01 2.831835812846099087e-01 -4.865281171155585449e-01 8.591564642772647753e-01 7.624515040015132250e+00 6.475452931432417181e+00 3.503916377874549126e-01 2.133262186346079226e+00 4.494390551701393122e+00 4.205623081209735936e+00 2.111621666530404036e+04 0.000000000000000000e+00
8.357124343706728853e-01 6.549861396581310657e+01 5.587954772460878017e-01 -9.556493839074742258e-01 4.655449419271177613e-01 4.629663306186171390e+00 4.258103710604898673e+00 7.449495602349847090e-01 1.814239212049658212e+00 4.190379991051176312e+00 4.010200801641058632e+00 2.111640251614822409e+04 0.000000000000000000e+00
1.596131452949378415e+00 6.632481517094278445e+01 5.780377939140332044e-01 -9.212321000900953738e-01 4.498739617156168324e-01 4.747099694557244121e+00 4.478180954166823824e+00 5.304009493254431273e-01 3.335955622856109581e+00 5.675090987978359536e+00 5.161113010163735026e+00 2.111644382692070212e+04 0.000000000000000000e+00
2.162302082993813546e+00 6.734127199367843275e+01 5.008974681222367886e-01 3.754407101411177949e-01 6.319046020440042266e-01 1.072537132117060921e+01 8.671830481101109100e+00 3.049612455222430185e-01 7.521824355620930769e-01 3.062282011676748628e+00 2.679200870419505609e+00 2.111663699635858939e+04 0.000000000000000000e+00
8.079774704240808569e-01 6.627208220763834845e+01 6.159478822164011769e-01 -9.559625315056270445e-01 3.317251142868091196e-01 4.397966084643665674e+00 3.987387402859465801e+00 6.489278463180603307e-01 1.764430111094036802e+00 4.058338977619348142e+00 3.606652796919537440e+00 2.111671050912617648e+04 0.000000000000000000e+00
2.576671121788203234e+00 6.324507014595876342e+01 2.145756108319493705e-01 -9.037566695268739458e-02 9.222600504574345326e-01 9.448891672763615190e+00 7.294009700938846485e+00 2.710481405833937707e-01 5.785882523681704193e+00 1.863031478945947006e+00 1.466348989157257643e+00 2.111680310874991847e+04 0.000000000000000000e+00
2.693232117674027482e+00 6.740547077072723425e+01 6.712446810930274843e-01 2.041846676132438032e-01 6.809668600762906754e-02 8.181640927258118978e+00 6.846935104262963812e+00 3.132949500346938754e-01 5.944681106441180418e+00 1.963819794360742277e+00 1.491898092853436220e+00 2.111680759137870700e+04 0.000000000000000000e+00
8.213328426241367497e-01 6.661680373005857803e+01 4.526714798948852092e-01 8.522404829054537612e-02 6.976957569567445727e-01 1.229002433231441849e+01 1.074265980956610633e+01 4.059211437655693144e-01 2.858514979913004517e+00 5.109800445444141914e+00 4.580613558385793205e+00 2.111681029753632174e+04 0.000000000000000000e+00
2.368696767235257017e+00 6.467285067793676490e+01 6.276110275741759725e-01 -2.825993882816513203e-01 2.724002596805876093e-03 1.114940977612913109e+01 9.796471239777520879e+00 4.240176639061969954e-01 5.227891463357744684e+00 1.334635120694761312e+00 1.175762940357107933e+00 2.111681627116224990e+04 0.000000000000000000e+00
2.844661855197221367e+00 6.719047436908135751e+01 6.813145830680379378e-01 -3.225845558307279815e-01 3.789621712067545167e-02 7.463549458470219555e+00 7.194811495304186622e+00 3.492555160378130741e-01 5.783224324667603611e+00 1.742050439730762346e+00 1.049917116268875183e+00 2.111682711976261999e+04 0.000000000000000000e+00
1.452387204745492211e+00 6.550432499277725640e+01 6.034016153091247281e-01 -4.643716399413308493e-02 2.856929087956671109e-01 9.516863255803627908e+00 7.910469049751664095e+00 3.739866136077872327e-01 2.758713529656069863e+00 5.142805426952056003e+00 4.814299883874683772e+00 2.111688569324092168e+04 0.000000000000000000e+00
3.650145631422000991e-01 6.396020935358229309e+01 3.665276509752762868e-01 4.253266627702374514e-01 7.612892499535811597e-01 1.049840193191055526e+01 9.550768960505047644e+00 4.536825340993383970e-01 4.492209968000179465e+00 5.947662345523981875e-01 2.650261422452124260e-01 2.111693676605182918e+04 0.000000000000000000e+00
8.851995237144310025e-01 6.468017652015340957e+01 6.147589704493652274e-01 -6.724198274894372940e-01 1.369657823818045961e-01 6.324694354074987146e+00 5.652416475951644870e+00 3.623447632964159615e-01 1.994817330016080970e+00 4.355614968965879186e+00 3.936369036335359173e+00 2.111695605385287854e+04 0.000000000000000000e+00
8.614022450752254478e-01 6.571801449550896734e+01 3.861073856672903037e-01 4.603760181003727081e-01 7.745358922758148745e-01 7.802830771881252403e+00 6.810308508298953178e+00 3.301282097149779160e-01 3.299867523632206368e+00 5.569350345360932764e+00 5.022754345904288265e+00 2.111698497445032262e+04 0.000000000000000000e+00
