# psi Mf af cosiota A2220 A2221 A2330 phi2220 phi2221 phi2330 logL logPrior
3.385687321625681090e-01 6.721036706467678812e+01 6.870019720583031564e-01 -1.635117139763291039e-01 1.263440424462315370e+01 6.579019698448690612e+00 3.749912064425992564e-01 1.280334677332542803e+00 3.387371252379210329e+00 3.952121482186197632e+00 2.142853908533740469e+04 0.000000000000000000e+00
1.762238720705545381e-01 6.845942387604399926e+01 7.013981636105103279e-01 4.721314284856529264e-01 4.782768101817974404e+00 1.991976348951044473e+00 1.237051196287601712e-01 5.843203073050665886e+00 1.641177401491531684e+00 2.606152008353206817e+00 2.142855640514252445e+04 0.000000000000000000e+00
3.898437115993290125e-01 6.773152143888547982e+01 6.874563158594959589e-01 -2.598604493669721682e-01 9.396497851164628656e+00 4.014247486621602690e+00 3.247157831690676844e-01 1.723275127226013170e+00 3.857588711230589773e+00 4.788623686973798144e+00 2.142863255289727749e+04 0.000000000000000000e+00
9.546924891398368418e-01 6.786822388112533133e+01 6.907757875466242758e-01 8.696851588782568143e-01 2.824471983727795177e+00 1.147688438355127793e+00 1.576078336040700745e-01 4.159821523382102093e+00 6.224911572647172875e+00 9.195911593640928583e-01 2.142873838454152065e+04 0.000000000000000000e+00
1.940846445869910397e+00 6.898359099861801269e+01 7.112417606038270446e-01 2.233924123184509447e-01 1.019157083721836088e+01 4.571205692664674025e+00 2.429389577523676791e-01 2.393670913525204558e+00 4.431484986121993153e+00 5.119332723168718680e+00 2.142876917013661296e+04 0.000000000000000000e+00
1.026161560331461775e+00 6.736489279388324292e+01 6.757779804733773377e-01 7.812228539901850954e-01 3.128032221628000542e+00 1.164169071431921054e+00 1.094821037125160990e-01 4.050626168780302905e+00 6.161610839507663862e+00 8.433712370596907482e-01 2.142883839743276258e+04 0.000000000000000000e+00
5.315204246060756255e-02 6.743465941158333976e+01 6.800710023418241601e-01 -1.517482596199803968e-01 6.471739339425823800e+00 2.524543075746257692e+00 1.392955828530133833e-01 7.338732728933821114e-01 2.800359676129177355e+00 3.926098974517774121e+00 2.142892490244280998e+04 0.000000000000000000e+00
1.482084948532555124e+00 6.658208683899734126e+01 6.616016729328556556e-01 4.348052977980375045e-01 4.621990897434699264e+00 1.898972309185506413e+00 1.384257666356144278e-01 3.256210056172656575e+00 5.558118550788865520e+00 8.343414296451849566e-02 2.142893086060574933e+04 0.000000000000000000e+00
5.639044196032616529e-01 6.839423225506173765e+01 7.056438515481214813e-01 2.054729262257004585e-01 1.057646963249862537e+01 5.253703796462072972e+00 2.784959446630196900e-01 4.606670202118578139e+00 2.649418912574987295e-01 1.041364300804383358e+00 2.142896368163934676e+04 0.000000000000000000e+00
1.065258449893450976e+00 6.876743811033524878e+01 7.088884268605226691e-01 -6.009973565467218171e-01 3.577959090175931944e+00 1.639641425961166465e+00 8.859925836894404216e-02 3.228986559021478797e+00 5.156774728471558156e+00 6.220371784926888914e+00 2.142904296722220897e+04 0.000000000000000000e+00
2.386447571949466440e+00 6.847549662350553490e+01 7.056998395753645292e-01 -6.671482570754062591e-01 3.508679990026137396e+00 1.770443396165738870e+00 1.125690289094203322e-01 5.847247308490997497e+00 1.544941589033496321e+00 1.973625911255358911e+00 2.142907313761014302e+04 0.000000000000000000e+00
2.002139984667170580e+00 6.628934154460301897e+01 6.553843545411937033e-01 1.640661890107648069e-01 1.605209261515704355e+01 6.702714882807787156e+00 4.893480535529777242e-01 2.226458012958084876e+00 4.632320239450486987e+00 5.281063802950360930e+00 2.142910997964557464e+04 0.000000000000000000e+00
2.788590363496081359e+00 6.897149139403886409e+01 7.105403407496332369e-01 9.517001492443201427e-02 4.780963558988115203e+00 2.069618193445620591e+00 8.722691206963430199e-02 4.389797486036349783e-01 2.398112212076907390e+00 3.170842373150831062e+00 2.142913558105611446e+04 0.000000000000000000e+00
1.994540957397255232e+00 6.735567924394517547e+01 6.842684015072102444e-01 -2.062752891551765111e-01 1.217545757993075917e+01 5.329522466539160064e+00 3.630452278819768508e-01 4.951518043092288046e+00 8.200960012102326280e-01 1.571125829128170670e+00 2.142914241524010504e+04 0.000000000000000000e+00
8.317891681007161253e-02 6.846607957522219579e+01 7.032133358602196127e-01 -3.349361577743729668e-01 5.462525820412697186e+00 2.440876750219056923e+00 1.604864213941307183e-01 9.846372703978550911e-01 3.048698985439093789e+00 3.719880819230478863e+00 2.142914380891162000e+04 0.000000000000000000e+00
2.268523021236839465e+00 6.742572690508326616e+01 6.776898321053113072e-01 7.030048420867609504e-01 3.505162438843164363e+00 1.435300058664904510e+00 1.041715678051236826e-01 1.532787908579890335e+00 3.626572727040671129e+00 4.279782073394999387e+00 2.142915704868236207e+04 0.000000000000000000e+00
5.108854485455194272e-01 6.675660704516718624e+01 6.729042080297191752e-01 2.686364809804113740e-01 9.408743571224810864e+00 4.466080684404332146e+00 3.379760321716667182e-01 4.926848446488846456e+00 8.415742067848025476e-01 1.505541579863103996e+00 2.142915804327944716e+04 0.000000000000000000e+00
1.887727382427947243e+00 6.577527457070394235e+01 6.517372378183297066e-01 -2.635347359987094684e-01 9.077222371287701819e+00 4.113188284298184172e+00 3.244116921021667488e-01 4.608298649590817142e+00 6.715979980268075300e-01 1.265703446130580501e+00 2.142917330193240923e+04 0.000000000000000000e+00
3.619266064015183026e-01 6.787080645405377766e+01 6.917163194686921646e-01 4.131901733371494689e-01 6.004880459376712665e+00 2.630777514918459570e+00 1.903088404993801830e-01 5.418284098668111781e+00 1.334741644685980333e+00 2.120813524894687330e+00 2.142919352576453457e+04 0.000000000000000000e+00
3.879416579857978276e-01 6.777504099590598230e+01 6.933448929196361910e-01 6.718123498394086290e-01 3.686845790954428104e+00 1.760721732562988251e+00 1.029723954929155361e-01 5.266990626284661303e+00 9.896303498101661766e-01 1.652827258234732977e+00 2.142926997870663399e+04 0.000000000000000000e+00
1.869235922863571986e+00 6.824204288043632971e+01 7.015898211969938680e-01 5.286546397445192058e-01 4.503251597373168380e+00 2.216511960699917960e+00 1.331635273433628419e-01 2.349497536261929476e+00 4.367880474858182538e+00 5.037814215802778328e+00 2.142927627469687286e+04 0.000000000000000000e+00
8.803115350666584904e-01 6.565487621996233258e+01 6.473923498909152086e-01 9.708754075127855598e-01 2.768231377332686094e+00 1.208659971523026622e+00 4.198475602443868526e-01 4.325082730032788092e+00 4.244013638773170838e-01 1.099045523154899007e+00 2.142928193265860318e+04 0.000000000000000000e+00
2.063290683171625783e+00 6.714942747473872942e+01 6.709053954779958806e-01 3.482111078736881971e-01 7.309616988126977688e+00 2.694120730052171009e+00 2.259412098580832196e-01 1.957304131609260311e+00 4.228157873562880198e+00 4.992442916276661258e+00 2.142931224858846690e+04 0.000000000000000000e+00
2.554902761539525891e-01 6.840133693969181650e+01 7.069508902179116872e-01 3.964228189152551041e-01 5.693323536244945693e+00 2.852920783442175701e+00 1.599508684911837009e-01 5.654429655072608973e+00 1.390480143629229781e+00 2.192381802884149078e+00 2.142931834502951097e+04 0.000000000000000000e+00
2.284220243511586368e+00 6.768944428966105420e+01 6.842541214066094613e-01 8.634704974404329436e-02 9.897926829647715863e+00 3.826007154941948318e+00 2.901523578002298542e-01 7.699544193241574241e-01 2.941821407134284527e+00 3.803958443180095461e+00 2.142932020826436928e+04 0.000000000000000000e+00
2.465008428706572996e+00 6.667770462996318770e+01 6.681960125601710265e-01 -7.165689845030319693e-01 3.551192807305119992e+00 1.618918229686196586e+00 1.743335990626445064e-01 6.042796156703311716e+00 2.044773517620408931e+00 2.462785635287377151e+00 2.142934155271061172e+04 0.000000000000000000e+00
2.688972797415050575e+00 6.788218287858823885e+01 6.864273043433848365e-01 -2.152604995536689381e-01 4.837805422305494929e+00 1.956327156451805438e+00 1.108089811882794345e-01 3.513490887575764776e-01 2.416308946229884125e+00 3.189865829006256259e+00 2.142936363611174966e+04 0.000000000000000000e+00
2.254904186200856309e+00 6.607570806987060053e+01 6.513662008991747410e-01 5.924914295293511879e-01 4.382439109319581583e+00 1.914787466649953140e+00 1.969304535298983250e-01 1.538130780627947836e+00 3.938514063896326967e+00 4.372396715459758276e+00 2.142939277489917004e+04 0.000000000000000000e+00
1.220109961461661591e-01 6.830562667688801071e+01 6.939985074582800673e-01 -3.940780922962019983e-01 5.222449288008053969e+00 1.987894657218838734e+00 1.149621317589137881e-01 1.176034243477630969e+00 3.259956083675388694e+00 4.295468893987340664e+00 2.142940468196172878e+04 0.000000000000000000e+00
2.239908206338482977e+00 6.887785078674056649e+01 7.044399065359134848e-01 -3.333924126250786268e-01 6.386945513502470639e+00 2.491060454917065403e+00 1.527547674017808721e-01 5.813016513874632807e+00 1.536215399507480539e+00 2.382512566184492364e+00 2.142940849308886027e+04 0.000000000000000000e+00
2.032480076851890249e+00 6.706080820445534130e+01 6.734958499864160952e-01 -2.321844291421610029e-01 1.103771700404413636e+01 4.492058888041123410e+00 2.744076840646699766e-01 5.170456369261958507e+00 1.044487603320129576e+00 1.914324672482528911e+00 2.142940976608543497e+04 0.000000000000000000e+00
3.942715960830158184e-01 6.714599414395073040e+01 6.732421766323619661e-01 -4.072308310794444663e-01 6.252840292210150253e+00 2.677768999477702305e+00 2.282775364345300817e-01 1.839539678614059426e+00 4.124324641793223556e+00 4.586090038465165719e+00 2.142942646436979339e+04 0.000000000000000000e+00
2.724579028706280770e+00 6.779834991355035356e+01 6.852250142472076089e-01 -4.887552801508363715e-02 5.098164650697178502e+00 2.057284284919707940e+00 1.672629418992758465e-01 4.487487667348493137e-01 2.667699055223229809e+00 3.295836533917001709e+00 2.142943548533115609e+04 0.000000000000000000e+00
3.947274092905687648e-01 6.825133196277428738e+01 6.937645504906412297e-01 -4.922291411214975154e-01 4.938949513917176404e+00 1.922187496655413108e+00 1.325741597983507991e-01 1.868656170358734325e+00 3.872659001045412719e+00 4.822222222491293842e+00 2.142944159341133127e+04 0.000000000000000000e+00
2.742216000500540929e+00 6.589650391824288533e+01 6.493296586052804686e-01 -5.437844769823654278e-01 4.134211015773171738e+00 1.734388498027532588e+00 1.764315422774708209e-01 3.435270500930118764e-01 2.740210612735928475e+00 3.425861557572551952e+00 2.142944442606126540e+04 0.000000000000000000e+00
3.244093655959423006e-01 6.641144852824692180e+01 6.592541455400329209e-01 9.572392878683552708e-02 1.594713216064476669e+01 6.730258170338005996e+00 4.298619693441781964e-01 6.151362611927254420e+00 2.107618703060161636e+00 2.742877074455235764e+00 2.142946209246968647e+04 0.000000000000000000e+00
1.920957266943408959e+00 6.844173504367370242e+01 7.058376166595757839e-01 3.650064863250346847e-01 6.529851842250717020e+00 3.293537027556311170e+00 2.317856026055655216e-01 2.283260308816011719e+00 4.350187050862172278e+00 4.987437097646396644e+00 2.142946721546277331e+04 0.000000000000000000e+00
2.115236962216045402e+00 6.896223710495416981e+01 7.131512150570578079e-01 2.597854673265974634e-01 8.907265037064787450e+00 4.186883982205954702e+00 2.481823064065559747e-01 1.632274266457752532e+00 3.630892647029385856e+00 4.489598150580350833e+00 2.142946726782993574e+04 0.000000000000000000e+00
9.675226516378812036e-01 6.716234072236569830e+01 6.749247480927634824e-01 8.291593921218386454e-01 3.015471086314780447e+00 1.230922424126492221e+00 1.195903068651432838e-01 4.153099023693840763e+00 4.723659471569979784e-02 5.598013164590688318e-01 2.142950439069826461e+04 0.000000000000000000e+00
2.278596576537149421e+00 6.811035058067014347e+01 6.890734740147779203e-01 -8.078912308213531679e-02 9.932553571836821860e+00 3.832497208115666965e+00 2.001209471843696241e-01 1.901697363082855419e-01 2.297812568230879204e+00 2.904771733011414447e+00 2.142954593868612574e+04 0.000000000000000000e+00
2.216373974506983480e+00 6.743908317426013355e+01 6.784440467443347833e-01 4.329837888929257694e-01 5.582934716728197522e+00 2.161684208157168996e+00 1.312142997460906679e-01 1.556830478644627203e+00 3.774559081853441800e+00 4.661619698667564649e+00 2.142955116202459976e+04 0.000000000000000000e+00
2.600127112231159110e+00 6.825921760109369529e+01 6.999245609335735807e-01 -2.646053695437398101e-01 4.887054972954682164e+00 2.251095897984679794e+00 1.032278006782171298e-01 1.893627694900079650e-01 2.158114311286679410e+00 2.683803250936049878e+00 2.142956629157460702e+04 0.000000000000000000e+00
7.867523824678018807e-01 6.679329038480317138e+01 6.770339112113211710e-01 1.800238510029855687e-01 7.495139245731113675e+00 3.628926113822201760e+00 2.457036835359718285e-01 3.967097815129951410e+00 6.180910928128164450e+00 4.169900225935506688e-01 2.142956640031189090e+04 0.000000000000000000e+00
4.248260240507408803e-01 6.745878896016294846e+01 6.883435444082922627e-01 -2.639737088820637845e-01 9.442878375126356971e+00 4.862540481704046513e+00 3.253251058470676971e-01 1.809478752170479821e+00 3.918300613574047464e+00 4.334372408140112931e+00 2.142957810878962482e+04 0.000000000000000000e+00
2.806997140801350543e-01 6.785715219662405673e+01 6.858925320583975083e-01 9.695719093832735197e-03 1.409793981349795189e+01 5.654727599727413789e+00 2.920076896851160342e-01 4.178469478657357850e-01 2.480954430106478981e+00 3.168492152933397588e+00 2.142960804171978452e+04 0.000000000000000000e+00
1.798926568058373254e-01 6.881555945925785522e+01 7.083571305003563134e-01 -2.108281853625835478e-01 7.375077425534533049e+00 3.359673443217679356e+00 1.753658912494041044e-01 9.858739236937952288e-01 2.963387781668969545e+00 3.748800364323200185e+00 2.142962641248569707e+04 0.000000000000000000e+00
2.261254533212333939e+00 6.828512619976287112e+01 6.958870721810636040e-01 2.913524756991406894e-01 6.958210382639411051e+00 2.820042203139244918e+00 2.058307284112189106e-01 1.272616760638731304e+00 3.366848685900894367e+00 4.366675878814541001e+00 2.142963383771088411e+04 0.000000000000000000e+00
2.013794655346448081e+00 6.735491155478899827e+01 6.819684810867153724e-01 8.645119756254249221e-01 2.970200329490898294e+00 1.314693614314031311e+00 1.821823143288684443e-01 2.034670322767264228e+00 4.280178501727409213e+00 5.053124499254775692e+00 2.142963999749402865e+04 0.000000000000000000e+00
2.269885709424508846e+00 6.742560775900908254e+01 6.797599007576495822e-01 7.037084074132602396e-01 3.505598491846380060e+00 1.435093865522206302e+00 9.445988923672175852e-02 1.528955444036248501e+00 3.622359190948162055e+00 4.279706984326477226e+00 2.142964551006261900e+04 0.000000000000000000e+00
1.578655677396678669e+00 6.592351797571025429e+01 6.513612455820477765e-01 1.968809808390226956e-01 6.171859587606530972e+00 2.601456927528323693e+00 1.829342608317076069e-01 3.309110171819406254e+00 5.599282910854793904e+00 4.236324184279267185e-02 2.142964871265648253e+04 0.000000000000000000e+00
1.927449691176502444e+00 6.836917997285659965e+01 6.987996978651520585e-01 2.182326026878363689e-01 1.040638547387472990e+01 4.599522674505357678e+00 3.023450265653907509e-01 2.474613204108734088e+00 4.590097007998992673e+00 5.048703624052547134e+00 2.142964959376789557e+04 0.000000000000000000e+00
2.210654237541037848e+00 6.840031090975666928e+01 6.992720720724724393e-01 3.649292085451829037e-01 6.264548001069984551e+00 2.549838408176004378e+00 1.961265249352060480e-01 1.492686229342618409e+00 3.611327647119275230e+00 4.337870588937668082e+00 2.142966780541527260e+04 0.000000000000000000e+00
4.004489741962246052e-01 6.621605561988236843e+01 6.570214266100684597e-01 1.979773465016050615e-01 1.287498098849587969e+01 5.671252871433466680e+00 4.706928148064272732e-01 5.468375325909081930e+00 1.562354292693093338e+00 2.075227576947569652e+00 2.142967049126070197e+04 0.000000000000000000e+00
6.950299499861513075e-01 6.669889458483186218e+01 6.616042368195987899e-01 -4.016240886430494927e-01 5.876592802285489192e+00 2.272818109821462151e+00 1.802021855218610968e-01 2.699142233081078146e+00 5.069448332026415649e+00 5.620261901353974743e+00 2.142968343280076442e+04 0.000000000000000000e+00
1.580710264887851269e-01 6.610483579759964812e+01 6.570763115515509956e-01 8.473610519838177257e-01 3.126521976034572603e+00 1.430301280089709026e+00 2.025527305388224730e-01 5.771847158801443278e+00 1.844515639477459557e+00 2.272587236049671056e+00 2.142968674475313674e+04 0.000000000000000000e+00
1.997215975421005263e+00 6.844986104800632631e+01 6.977972867026204229e-01 -1.370999630726214558e-01 1.756777308173760943e+01 6.952088946651111101e+00 3.986056128053288017e-01 4.926633488929268445e+00 7.702151536316406144e-01 1.504568684388333910e+00 2.142968827557626719e+04 0.000000000000000000e+00
1.964034270308623986e+00 6.690875500013515875e+01 6.701121599907780002e-01 4.403697529158075996e-01 5.781340821898361071e+00 2.437922313781083705e+00 1.597541814409924876e-01 2.201154182963942052e+00 4.399228175716174860e+00 4.928664548977845783e+00 2.142968990381265758e+04 0.000000000000000000e+00
1.605330382690521418e+00 6.867626561100146887e+01 7.114118298058568213e-01 2.511307174439385004e-01 5.599843482369143643e+00 2.943528901911370177e+00 1.611042882024197875e-01 3.114456297577510302e+00 5.102449474900240034e+00 5.702996293989791354e+00 2.142969620273926921e+04 0.000000000000000000e+00
5.356181839092587493e-01 6.795967908495545373e+01 6.952846147112694553e-01 -3.108974917242506852e-01 7.699381250346123196e+00 3.474061828337127622e+00 1.772474882368349491e-01 2.253676738017604819e+00 4.266915097761372344e+00 4.956203943642003118e+00 2.142969820130452354e+04 0.000000000000000000e+00
