# psi Mf af cosiota A2220 A2221 A2330 phi2220 phi2221 phi2330 logL logPrior
6.780662487051377640e-01 6.834198055754487200e+01 7.015970996237854695e-01 -5.284501485215932215e-01 4.426023006100550994e+00 2.044192775410769602e+00 1.245590766499599933e-01 2.495081146144565665e+00 4.512217442799971501e+00 5.217278331749125364e+00 2.143483205574116437e+04 0.000000000000000000e+00
4.542561110035617244e-01 6.795907566937103184e+01 6.889026810366648546e-01 -4.876605485450082322e-01 5.075413779770089562e+00 2.055449646072358139e+00 1.335212205533255203e-01 2.013676261076478013e+00 4.063126589845838410e+00 4.920049056204488735e+00 2.143483366391961317e+04 0.000000000000000000e+00
2.439066258073464333e+00 6.683463345436355496e+01 6.699493664003547400e-01 -4.135552224094425112e-03 7.026408879990056811e+00 3.095498783731965187e+00 1.848649743149009539e-01 4.353593188765253474e-01 2.595716199397640978e+00 3.189614127353403106e+00 2.143483408536434581e+04 0.000000000000000000e+00
2.803787644746337460e+00 6.727610353930336373e+01 6.768561580503720254e-01 7.168927121375311129e-02 5.126679826266252959e+00 2.141681629944373277e+00 1.386181178905303846e-01 4.654490021927818466e-01 2.693799796556262116e+00 3.285441622383637128e+00 2.143483532547682989e+04 0.000000000000000000e+00
2.852751090507785303e+00 6.653567870766846681e+01 6.660412924759756548e-01 5.423427540434976324e-01 4.030180943770692359e+00 1.782905413887535317e+00 1.514654193960657536e-01 3.760375699355049672e-01 2.603807329211559995e+00 3.397275156328912971e+00 2.143483563255508852e+04 0.000000000000000000e+00
6.829133425106659327e-02 6.829500932966885784e+01 6.966716456653350154e-01 -2.584434264897244038e-01 5.868399998115773286e+00 2.470671268366214868e+00 1.338923587923340763e-01 8.939394258164757856e-01 2.905492502751486406e+00 3.834886336754958602e+00 2.143483578800944088e+04 0.000000000000000000e+00
2.726821175471779490e+00 6.748413888203337763e+01 6.820019320486272463e-01 7.099328279029734068e-01 3.347435286414590649e+00 1.450039424830431800e+00 1.441392423148289137e-01 6.122536453316780314e-01 2.756664718795005520e+00 3.476440464918651774e+00 2.143483611304909937e+04 0.000000000000000000e+00
2.020804226749410404e+00 6.726494289967591556e+01 6.771832876421817193e-01 -2.041835020323084504e-01 1.247564664361722286e+01 5.305048274218322923e+00 3.904738488570680399e-01 5.114133696425273712e+00 1.047953329037455639e+00 1.788785355693940593e+00 2.143483852225106966e+04 0.000000000000000000e+00
1.381686675112297147e+00 6.759634550234703454e+01 6.867082014282226421e-01 -6.263755377373498856e-01 3.627639554971427316e+00 1.672974261780010963e+00 1.122583147437620082e-01 3.802287547167724657e+00 5.895766872191030572e+00 2.283665408975774913e-01 2.143483880688510544e+04 0.000000000000000000e+00
2.458991009227699642e+00 6.784031373031606904e+01 6.897815049808238008e-01 1.974299639971092701e-01 6.048612288815898630e+00 2.620969191932366105e+00 1.340542764497583694e-01 7.597259329439239872e-01 2.850594674583757371e+00 3.481056900280306898e+00 2.143483995786825471e+04 0.000000000000000000e+00
2.210857278451459074e+00 6.763934714398199333e+01 6.815690245737104913e-01 1.680050637942488989e-01 1.056958386488272694e+01 4.045893560604364225e+00 2.757326561057993342e-01 1.190834039773176478e+00 3.393175109404591439e+00 4.255384149619056977e+00 2.143484051012222699e+04 0.000000000000000000e+00
3.693925807119421978e-01 6.833822039514437563e+01 7.024848579028077911e-01 8.224766685683334577e-01 2.964311888773178971e+00 1.423595895081396723e+00 1.515726757862397855e-01 5.295516297939361294e+00 1.041729533496364324e+00 1.636860894886180029e+00 2.143484145912230088e+04 0.000000000000000000e+00
6.514690580596699254e-01 6.628380989414057467e+01 6.618815787653986593e-01 -2.606110497563702832e-01 8.449683120907227618e+00 3.848182468106240872e+00 3.004483723384372973e-01 2.691196969632144498e+00 4.998344934439603371e+00 5.667644743339098845e+00 2.143484165339785977e+04 0.000000000000000000e+00
2.684737121679197092e+00 6.737763509684798180e+01 6.800584606781606700e-01 -5.276550546032270361e-01 4.021834144400482813e+00 1.726603632049044101e+00 1.451048088203355513e-01 2.192493679180895771e-01 2.413971550706512481e+00 3.106858851583150560e+00 2.143484179098490858e+04 0.000000000000000000e+00
3.354103198502079164e-01 6.859758142335289222e+01 7.034286782787706471e-01 -8.289948926088920589e-02 1.643184963526514153e+01 7.325041523446850000e+00 4.130337092605526617e-01 1.000727507184369092e+00 3.019892076827331628e+00 3.591675257143078337e+00 2.143484180351545729e+04 0.000000000000000000e+00
2.859554580962382353e+00 6.850532665816855626e+01 7.030345504144843716e-01 -5.367357554685383558e-01 3.789266582818040519e+00 1.711782815954700609e+00 1.220784641761736428e-01 4.951423404731322697e-01 2.525284075685293228e+00 3.148728428552499903e+00 2.143484196566658647e+04 0.000000000000000000e+00
8.668152516334416413e-01 6.867785533928781661e+01 7.060488269336118172e-01 9.543205915505612036e-02 6.500152659872878935e+00 2.894653577915220932e+00 1.434403840496970839e-01 3.738338642518900024e+00 5.716356929247996099e+00 3.120633918311108701e-01 2.143484322698306278e+04 0.000000000000000000e+00
2.138910458262491154e+00 6.778432172599187311e+01 6.854608203367774655e-01 4.042479344356875171e-01 6.081463154177807695e+00 2.443227622141954658e+00 1.997556130543543529e-01 1.730038169699090744e+00 3.938997720092233923e+00 4.569045272604303598e+00 2.143484410531042522e+04 0.000000000000000000e+00
2.670320544106270511e+00 6.720030066750784670e+01 6.783276614046290787e-01 -1.527432056248070880e-01 5.149885404063851979e+00 2.245413765454530530e+00 1.199130698121602667e-01 3.503372173807552947e-01 2.473259067679496326e+00 3.275069109925622612e+00 2.143484459771544425e+04 0.000000000000000000e+00
2.917981403204604529e+00 6.809227335387734570e+01 6.998432789837268908e-01 3.516588436596881917e-01 4.422484629167605874e+00 2.155096735619439485e+00 1.309320135220980175e-01 2.594893445354123362e-01 2.274816115729310972e+00 3.030053658560744712e+00 2.143484492523807057e+04 0.000000000000000000e+00
2.617906242195586763e+00 6.637850751217702339e+01 6.624775795889714658e-01 1.568438184842675942e-01 5.555596228570307993e+00 2.473296237832921296e+00 2.096187817415625099e-01 5.703221829354042649e-01 2.906747432359316985e+00 3.508412328274919556e+00 2.143484618674067315e+04 0.000000000000000000e+00
8.890321546361423799e-01 6.724005106179018298e+01 6.817846664454807470e-01 1.195661428902071027e-01 6.539515257887695832e+00 3.121496059073301854e+00 1.914557538706034845e-01 3.748534711876003289e+00 5.919865591482334821e+00 1.738025046726438538e-01 2.143484623055080010e+04 0.000000000000000000e+00
6.591186363583541041e-01 6.671751030432419327e+01 6.664601868059991663e-01 6.552881640337091529e-01 3.906561727255227545e+00 1.672912031308934067e+00 1.479853994875208467e-01 4.740774750382835023e+00 7.005420180977084410e-01 1.209138662498985717e+00 2.143484675340292597e+04 0.000000000000000000e+00
8.676914129985549007e-01 6.702547183735885028e+01 6.751866977726513896e-01 2.303738333656209572e-02 7.035563640515760220e+00 2.967814388947253246e+00 1.969530125950643418e-01 3.625683600626480541e+00 5.834862747317229648e+00 4.066017690111173311e-01 2.143484763373396709e+04 0.000000000000000000e+00
4.717699348023066674e-01 6.715985696369894242e+01 6.801673490535211641e-01 2.148270652647125967e-01 1.182701390927432428e+01 5.561640265332296273e+00 3.870981657799249520e-01 5.075078207895747262e+00 9.622229491991313166e-01 1.488875242273554056e+00 2.143484785441574422e+04 0.000000000000000000e+00
2.010259456810258083e+00 6.754465509706672321e+01 6.840238253065542562e-01 -1.739883786362826368e-01 1.429195163976158156e+01 6.500664092377023806e+00 4.319108928710602702e-01 5.018598330612616287e+00 8.476662436865409767e-01 1.459060360710317639e+00 2.143484894373881980e+04 0.000000000000000000e+00
2.238657333782669845e+00 6.795955698846360349e+01 6.956591257851610921e-01 1.951345424900763625e-01 9.010245142143270769e+00 4.383829802253468522e+00 2.261224144091643629e-01 1.102162181081029368e+00 3.164276892157390275e+00 3.756295101476406550e+00 2.143484947594028563e+04 0.000000000000000000e+00
2.186088650543853262e+00 6.732007206023436652e+01 6.815133053752485681e-01 1.818504363843316818e-01 1.076246605740579732e+01 4.776187344053666628e+00 3.424050999148668395e-01 1.259806010352627181e+00 3.429244698117908996e+00 4.062897949416931276e+00 2.143485051061023114e+04 0.000000000000000000e+00
1.131401518964791020e+00 6.823863268039038132e+01 6.976927551304197284e-01 4.346092206725096219e-01 4.211057222375252707e+00 1.816871365744485489e+00 1.017399180087611571e-01 3.740502900549026677e+00 5.788898000388418730e+00 2.612751348877410118e-01 2.143485069189498972e+04 0.000000000000000000e+00
8.207560049285336778e-02 6.763199475768145419e+01 6.825403008945490901e-01 -1.928250432524130087e-01 6.593516696532586430e+00 2.555103002391912348e+00 1.579342975159407081e-01 8.431136901338084355e-01 2.984420696189376887e+00 3.934725232343171175e+00 2.143485105646590091e+04 0.000000000000000000e+00
5.217494001284964655e-01 6.746600968034712764e+01 6.833486970661944993e-01 5.823515346521405123e-01 4.374226450274528055e+00 1.913548246245469819e+00 1.467474701103522183e-01 5.006945121119428244e+00 9.431766170738998811e-01 1.506543824486658689e+00 2.143485152927067975e+04 0.000000000000000000e+00
2.588530937023495682e+00 6.741350209100427548e+01 6.812837305234954455e-01 1.024002247956060097e-01 5.570850963494169861e+00 2.480226454429913741e+00 1.819273703981051649e-01 5.408230415585781881e-01 2.734250101676288125e+00 3.302055641789793494e+00 2.143485236246352724e+04 0.000000000000000000e+00
7.545207696060463043e-01 6.750277711742801046e+01 6.836389431173837128e-01 9.899169874860948015e-01 2.523099414199958535e+00 1.085046719660191616e+00 4.539923371371742400e-01 4.563245109435155378e+00 3.477763972229014899e-01 1.095039193227610674e+00 2.143485300027658741e+04 0.000000000000000000e+00
2.461160434066954394e+00 6.755524713497185019e+01 6.849566431002349631e-01 -1.749216703087378144e-01 6.163357828072773437e+00 2.716531271241280354e+00 1.885570463273935904e-01 1.516959856908528248e-01 2.314332967996270085e+00 2.940809442161171017e+00 2.143485429847374326e+04 0.000000000000000000e+00
2.206680261689618394e+00 6.807073370466228823e+01 6.927859031151232250e-01 2.734869125797581013e-01 7.769579974230448549e+00 3.208840303576212083e+00 1.870110130459093911e-01 1.392957277873045019e+00 3.458111670516444747e+00 4.286130488786924708e+00 2.143485518289007086e+04 0.000000000000000000e+00
3.972749885500671541e-01 6.830419522431995460e+01 6.986716694548872342e-01 2.282459420710145903e-01 1.048811544660470751e+01 4.402126357702453419e+00 2.885598716871762281e-01 5.432417661006165410e+00 1.235507599698256520e+00 2.101585303810670879e+00 2.143485620693511737e+04 0.000000000000000000e+00
3.959323799246510234e-01 6.721990117294154743e+01 6.750102939313751271e-01 9.504057739206965838e-01 2.692204552361843639e+00 1.132119919432332367e+00 2.304193443058304702e-01 5.302210595222750733e+00 1.220995232170266176e+00 1.713160047193968305e+00 2.143485631294102132e+04 0.000000000000000000e+00
2.637484578198341811e+00 6.867350497362390627e+01 7.046974451057999023e-01 -1.277602461979934489e-01 5.061651621468500117e+00 2.182485576309606490e+00 1.191676732052073528e-01 3.371699996342874539e-01 2.328844431999573583e+00 3.180820139353713216e+00 2.143485972462271820e+04 0.000000000000000000e+00
5.685055908085889786e-01 6.788936142735204271e+01 6.927714432004019596e-01 3.475831283570545716e-01 6.878995139137612291e+00 3.166491729849107095e+00 2.115739561857384321e-01 4.781509004377526573e+00 5.691113436991689367e-01 1.385432461795277348e+00 2.143486000492530729e+04 0.000000000000000000e+00
6.975113413849033661e-02 6.647454228318856906e+01 6.663508628937927503e-01 -2.891642523108993723e-01 6.027383097873340922e+00 2.844335032255011164e+00 2.087295686225487945e-01 9.114099946546273534e-01 3.132198351330449881e+00 3.770074196184380444e+00 2.143486112714554838e+04 0.000000000000000000e+00
2.277048109203283932e+00 6.622356382158113774e+01 6.613991007046399195e-01 2.855794560903854862e-01 7.299759576435032926e+00 3.299827969471675893e+00 2.372782407720729070e-01 1.207278548695956299e+00 3.451375639940351459e+00 4.115186508427764345e+00 2.143486275049546748e+04 0.000000000000000000e+00
2.618561100995108415e+00 6.694619508436987587e+01 6.759345538859623526e-01 5.883508522040685820e-03 5.547927060712551040e+00 2.649090459109055828e+00 1.737406051878232216e-01 4.194432311386388501e-01 2.582148884573501668e+00 3.189458320775507616e+00 2.143486279315689899e+04 0.000000000000000000e+00
4.581284289773823182e-01 6.746146114870286681e+01 6.819971221145204598e-01 2.883918268907699201e-01 8.795922879523789817e+00 3.653305573272135565e+00 2.331460877714287006e-01 5.165169611263897842e+00 1.061883624091587874e+00 1.921459665374713799e+00 2.143486290317093153e+04 0.000000000000000000e+00
1.371902435518807417e+00 6.607784182117360672e+01 6.557628110373916464e-01 -1.888650088107304559e-01 5.251373003690892105e+00 2.273526794142355367e+00 1.771797352643544876e-01 3.685359597203341941e+00 6.002099619878736192e+00 3.638096727243382844e-01 2.143486291553972478e+04 0.000000000000000000e+00
2.795087432501943692e+00 6.625454893154314107e+01 6.572685096252892656e-01 -2.579651281366874271e-01 4.949452928030058096e+00 2.101263292590656917e+00 1.516788573318751110e-01 4.437916717482519591e-01 2.756378017783159606e+00 3.303081126571577375e+00 2.143486399011488902e+04 0.000000000000000000e+00
1.712067676465658383e+00 6.621420091979688038e+01 6.568526861253218829e-01 -7.051633426211755852e-03 8.956636644046339413e+00 3.849353547371379580e+00 3.025826413053233077e-01 3.621510373642665481e+00 5.999047761302971793e+00 3.428109362373169544e-01 2.143486430310735886e+04 0.000000000000000000e+00
7.004808610944860403e-01 6.739498280454937174e+01 6.790391554499629612e-01 2.756533255245751657e-01 7.265041028559244829e+00 3.029875219594476476e+00 1.890428774180175908e-01 4.365579643602770510e+00 2.311692398792884739e-01 1.004544553514459704e+00 2.143486441641649435e+04 0.000000000000000000e+00
2.243373787069490088e+00 6.804033713805314676e+01 6.923954422065572434e-01 1.300875481832979852e-01 1.022462416012806941e+01 4.379450238815436158e+00 2.118744184730529112e-01 9.518968026223842971e-01 2.960461837757271120e+00 3.855234082909319238e+00 2.143486555148588013e+04 0.000000000000000000e+00
2.047776784416480922e+00 6.698721100900841918e+01 6.781369417396759802e-01 2.114562313766750468e-01 1.208728789995011255e+01 5.793813345720026042e+00 3.801881407783827549e-01 1.896961558897210853e+00 4.061906039239230104e+00 4.552915858953980432e+00 2.143486565991114912e+04 0.000000000000000000e+00
8.358688056469580907e-01 6.751381044659501640e+01 6.810110129437766391e-01 -4.116576392129859263e-01 5.018023946926271961e+00 2.033473363033936554e+00 1.460235041187702143e-01 2.958683848760248036e+00 5.092887204806123336e+00 5.751419830358016405e+00 2.143486589088978872e+04 0.000000000000000000e+00
2.736660581512553758e+00 6.656953968721896331e+01 6.650865185768611854e-01 -2.564235700807702134e-01 4.946658126757613516e+00 2.230095110966625604e+00 1.655747389881190856e-01 3.699252486971250087e-01 2.653858662309843464e+00 3.125721320353364696e+00 2.143486612783871897e+04 0.000000000000000000e+00
1.879144532322364558e+00 6.770248291594489842e+01 6.918668673077565945e-01 1.891796726784188976e-01 1.042932424482238574e+01 4.922638555670978633e+00 2.927065490891925803e-01 2.683654129853755954e+00 4.739042405218705234e+00 5.510437286289199932e+00 2.143486636619297497e+04 0.000000000000000000e+00
6.531988460719695411e-01 6.666486011525327626e+01 6.639410601052134764e-01 -1.098942977161644768e-01 1.199939413860034243e+01 4.847227098585253913e+00 3.398359793802612216e-01 3.121521313074388626e+00 5.361976538475018650e+00 6.167811682135221574e+00 2.143486650435122647e+04 0.000000000000000000e+00
2.372575310289283035e+00 6.674656483324842782e+01 6.708307616238036175e-01 -4.523718485251524979e-01 5.000586763334966989e+00 2.197271362037511278e+00 1.759582447080035583e-01 5.972359516005381508e+00 1.885491125362268816e+00 2.662349248165492011e+00 2.143486874477075980e+04 0.000000000000000000e+00
5.309752811705238384e-01 6.809610843973494809e+01 6.933339169727006368e-01 5.832590152312731036e-01 4.227141034762246008e+00 1.709296384708956618e+00 1.319101953655233972e-01 5.002804342500882129e+00 7.969629914038899310e-01 1.617036887368726417e+00 2.143487053766553436e+04 0.000000000000000000e+00
2.110723459805468494e+00 6.779001333421179254e+01 6.923662309326393816e-01 2.469926105222725043e-01 9.564727686169169019e+00 4.350176851483305462e+00 2.270012628792613674e-01 1.650034724578542056e+00 3.675771347104450193e+00 4.443221627993879430e+00 2.143487205298971821e+04 0.000000000000000000e+00
4.685488918881302034e-01 6.716491927749868296e+01 6.763439967109012851e-01 5.310665135259108327e-01 4.855062920704917850e+00 2.046689436630980019e+00 1.838534685033528515e-01 5.138943754483468851e+00 1.119034238191802366e+00 1.887092614364248799e+00 2.143487273368318347e+04 0.000000000000000000e+00
2.394528913721220675e+00 6.725976977319118078e+01 6.778288746674351328e-01 2.728921526307525602e-01 6.182112453538975316e+00 2.646855071613900101e+00 1.462552516432930882e-01 9.597371795861089350e-01 3.086251385861023877e+00 3.933440293296534218e+00 2.143487273451829242e+04 0.000000000000000000e+00
2.351185414456364864e+00 6.778479835665469011e+01 6.872143814668877360e-01 -3.602428585128959141e-03 8.472652459939075342e+00 3.537126553009713792e+00 2.648701162689988675e-01 4.364577510498562907e-01 2.638298750990528685e+00 3.372066573955712077e+00 2.143487519570265067e+04 0.000000000000000000e+00
3.403442078807852322e-01 6.775507489816892814e+01 6.908266138147078905e-01 -2.280887087999201590e-01 9.815302529543599164e+00 4.416404820436034662e+00 2.839303920552468941e-01 1.475210100471367358e+00 3.562463269452729175e+00 4.485937320332577194e+00 2.143487534743848664e+04 0.000000000000000000e+00
2.148159926013157861e+00 6.804135504485040542e+01 6.913679032694566295e-01 1.132566218959945165e-01 1.559503071016957954e+01 6.690558369786595350e+00 4.715716188490637895e-01 1.198247869509303731e+00 3.383680391434182866e+00 3.995955921925193888e+00 2.143487644826581891e+04 0.000000000000000000e+00
1.928734474114621511e+00 6.819642762358354560e+01 6.961541671934965425e-01 3.227366380712839988e-01 7.377659496155368757e+00 3.358588733125771775e+00 1.983351767607619554e-01 2.338270335634908825e+00 4.422434136157153084e+00 4.925748069286452591e+00 2.143487683193513294e+04 0.000000000000000000e+00
6.306490777553683813e-01 6.745659534888270059e+01 6.892627346715483050e-01 -2.762639788867273793e-01 7.961041657700874019e+00 4.047691113027710230e+00 2.558424413771094863e-01 2.555838074383001146e+00 4.663896599916204089e+00 5.248379402141909011e+00 2.143487724596029875e+04 0.000000000000000000e+00
6.469113295207303826e-01 6.774010889372065947e+01 6.885268547695900798e-01 -2.500473286665724215e-01 8.334613836425798894e+00 3.678423223446952495e+00 2.699300660086252357e-01 2.695563948922361952e+00 4.838312320045414339e+00 5.671200953338954243e+00 2.143487796764136147e+04 0.000000000000000000e+00
2.222364870082181643e+00 6.699637044492651228e+01 6.740086360741883720e-01 5.070776208635531246e-01 4.945448589109616933e+00 2.210772530641759381e+00 1.599629611328642065e-01 1.549895744600301217e+00 3.797142523244104950e+00 4.353015055868014294e+00 2.143487870482167637e+04 0.000000000000000000e+00
3.384772869766227155e-01 6.637097891870951116e+01 6.604835493742970964e-01 6.675006055852042985e-01 3.916961373607965591e+00 1.628424422470880817e+00 1.591593389941712844e-01 5.433405998653824120e+00 1.457974595655422201e+00 2.222044030848975282e+00 2.143487972123186410e+04 0.000000000000000000e+00
9.586216370068088022e-01 6.813888787673735692e+01 6.981911024211077121e-01 9.432215917246074277e-02 5.721903570445237008e+00 2.671103373096368472e+00 1.316667737367580304e-01 3.668046858913939445e+00 5.651450760386420136e+00 2.266017621825346107e-01 2.143488137329780147e+04 0.000000000000000000e+00
1.413583831844749394e-01 6.739748840688839948e+01 6.818272633137095751e-01 -6.590430822983130155e-02 8.445920098741700244e+00 3.690676056209110989e+00 2.637590611686959075e-01 6.168476504662889770e-01 2.875102774702874342e+00 3.521526266698806751e+00 2.143488158230067347e+04 0.000000000000000000e+00
3.105439214899650968e-02 6.777912764388202049e+01 6.871510561099108960e-01 5.458907869468742069e-01 4.134031031844418891e+00 1.759006171583957334e+00 1.166901883810356755e-01 6.095422222979070881e+00 1.926834377712856927e+00 2.820426412506493286e+00 2.143488249472781536e+04 0.000000000000000000e+00
2.217675769506339822e+00 6.768588460637253945e+01 6.896823633208134519e-01 2.169477697580415518e-02 1.368804672549281420e+01 6.386596805596883364e+00 3.778085115909536329e-01 5.258640117766386624e-01 2.619470555402541478e+00 3.160006074782498509e+00 2.143488274671447653e+04 0.000000000000000000e+00
2.341892198250130619e+00 6.759695697198422693e+01 6.898114191271191853e-01 2.858957682069382042e-02 8.503866430331155968e+00 4.025997849516729232e+00 2.306479240014561449e-01 4.831800915143646402e-01 2.528535336368582520e+00 3.305527606684418362e+00 2.143488538140444507e+04 0.000000000000000000e+00
1.861813831164864722e-02 6.721171506798674500e+01 6.751436621334818700e-01 -8.708945816082970248e-01 2.908256528775439609e+00 1.177620732535872516e+00 1.288130791583332602e-01 1.144689403947653394e+00 3.328364134223088744e+00 4.070341885389364478e+00 2.143488760874142463e+04 0.000000000000000000e+00
3.919184721163055385e-01 6.653654572331696215e+01 6.662782430708860115e-01 3.769751358660032858e-01 6.822920176119048996e+00 3.195480951436474371e+00 2.502068942145140307e-01 5.339860694009121111e+00 1.302164665064543980e+00 1.853371036256684201e+00 2.143488765582502674e+04 0.000000000000000000e+00
3.989289399657151569e-01 6.678249149438248367e+01 6.661883548856949444e-01 2.040720043431380193e-01 1.223555816517964345e+01 5.042768201648375026e+00 3.281906646707226649e-01 5.480814498102672516e+00 1.474054599641411833e+00 2.148987924875985556e+00 2.143488792345059483e+04 0.000000000000000000e+00
6.297328740232882582e-01 6.712031281344914646e+01 6.747362645874088738e-01 -6.970053920752897758e-01 3.608788262064372088e+00 1.476120612201584636e+00 1.298056373347243053e-01 2.382100127353659946e+00 4.530420963776585985e+00 5.298915287196291679e+00 2.143488951391993760e+04 0.000000000000000000e+00
1.463034520316575771e+00 6.846094380724056805e+01 6.989003113891926189e-01 6.483490016472105433e-01 3.492515725899921541e+00 1.490550303117254893e+00 1.041682615150962832e-01 3.183075621799987598e+00 5.215891413344897920e+00 5.954082542469143036e+00 2.143489074928996342e+04 0.000000000000000000e+00
1.099750984764563677e+00 6.772298401693434755e+01 6.838037485259050863e-01 1.829023186871216733e-01 5.095151734303932756e+00 2.009226434269430595e+00 1.451383979636445276e-01 3.718887734023672120e+00 5.953054678711687586e+00 3.972121402359387043e-01 2.143489086127962582e+04 0.000000000000000000e+00
2.621367128543241165e+00 6.757086979363617729e+01 6.850083377409731389e-01 5.207704722029119493e-01 4.089818163324581590e+00 1.747415888793408811e+00 1.636537988084086348e-01 7.635347600111427324e-01 2.971530370498927542e+00 3.651077346359167919e+00 2.143489100911618880e+04 0.000000000000000000e+00
2.538388602169966424e-01 6.837463220695302368e+01 7.008006120527479066e-01 -1.236905629651164767e-01 1.042053003065626804e+01 4.740092691361925681e+00 2.298371154206833855e-01 9.237769490911068582e-01 2.905751737068455576e+00 3.589129427084640778e+00 2.143489157678514675e+04 0.000000000000000000e+00
1.839795112202874172e+00 6.737732308496694600e+01 6.778331638355580280e-01 -5.613940058818779333e-01 4.422687858130851524e+00 1.805952743055347920e+00 1.559500653493386957e-01 4.733949607934135884e+00 6.230706904840925819e-01 1.340194639187137104e+00 2.143489158490508271e+04 0.000000000000000000e+00
2.305832914574035719e+00 6.692818797047306134e+01 6.730916628148199132e-01 2.134310112529335945e-01 7.796495914310171749e+00 3.398593510393766337e+00 2.622724789340478702e-01 1.029698644455712575e+00 3.230775041959283111e+00 3.828819697962019042e+00 2.143489236537848774e+04 0.000000000000000000e+00
2.861120737006645487e-01 6.759983711130854545e+01 6.839485485109825236e-01 6.985849577274980682e-01 3.597190620730223554e+00 1.493608944078557821e+00 1.257674666539869146e-01 5.530071112644234788e+00 1.391085561638225387e+00 2.349396278457923870e+00 2.143489260822624419e+04 0.000000000000000000e+00
1.796882439554441824e+00 6.817080065016686774e+01 6.964851940629963600e-01 3.946285440654124232e-01 5.689165512308095529e+00 2.506550943970290657e+00 1.565630218973072807e-01 2.640002057714448291e+00 4.753118358206413596e+00 5.516739305684605021e+00 2.143489270587508145e+04 0.000000000000000000e+00
4.151767528915874528e-01 6.661870837351260377e+01 6.638527973154946249e-01 4.904077335076240107e-01 5.360875021933856566e+00 2.223028438357228520e+00 2.073170507785152272e-01 5.292230738650597566e+00 1.347690996003760855e+00 1.979662634327820969e+00 2.143489291571859212e+04 0.000000000000000000e+00
2.294574664254812824e+00 6.725928045256193855e+01 6.773742379147468240e-01 1.098370187157437505e-01 9.306563157892771443e+00 3.715721608775056861e+00 2.423785085234605452e-01 8.144837017485301311e-01 2.950146778710669437e+00 3.864133264397742185e+00 2.143489305439976306e+04 0.000000000000000000e+00
2.026460520181523339e+00 6.776004963782574464e+01 6.835127394638432774e-01 1.929326435469586321e-01 1.305867926203338669e+01 5.144181881399594758e+00 3.091041966906190597e-01 2.069352136406374498e+00 4.245503519658684333e+00 4.903330888738751447e+00 2.143489372799267585e+04 0.000000000000000000e+00
2.150207163084189688e+00 6.846779250681309748e+01 7.010933240771863861e-01 7.190365752711963543e-02 1.761285811697055692e+01 7.616716023036826932e+00 4.157106552644335706e-01 9.642363814090105789e-01 2.946977098664021355e+00 3.794891014192679712e+00 2.143489378423696689e+04 0.000000000000000000e+00
1.486378694638542219e+00 6.842090329707653495e+01 7.035725500145031397e-01 1.909460134526631825e-01 5.237184659866188419e+00 2.407874342285109659e+00 1.399578398193630224e-01 3.360536995016923711e+00 5.408831003877808463e+00 6.021194798682456550e+00 2.143489387680504296e+04 0.000000000000000000e+00
6.028677492293387230e-01 6.802189195696983859e+01 6.950968381951579955e-01 -7.273997723786483627e-02 1.565282088102440206e+01 7.146940486856838248e+00 4.783024894087803958e-01 3.101186722023390629e+00 5.164342853950520507e+00 5.756876558865780424e+00 2.143489528771708137e+04 0.000000000000000000e+00
2.048562428676813596e+00 6.687445027883190107e+01 6.717415354867234401e-01 -1.608173661636874141e-01 1.600689716050158040e+01 6.717976496381233176e+00 4.810055668635708770e-01 5.279725337740697633e+00 1.270361022881470348e+00 1.952998268606393362e+00 2.143489710693747111e+04 0.000000000000000000e+00
2.454711316142914601e+00 6.680670009327725722e+01 6.673697858497502633e-01 1.351516309604744726e-01 6.707547545978439274e+00 2.848979324024868642e+00 2.091831052265935298e-01 6.936783928545841027e-01 3.029277919056906132e+00 3.661149612602242254e+00 2.143489728802759419e+04 0.000000000000000000e+00
9.554128141704316679e-01 6.788689464590832756e+01 6.922098107410283863e-01 2.435780601772020992e-01 5.418660810437783582e+00 2.478832054002210405e+00 1.670743604275905236e-01 3.858264817189115181e+00 5.963572081942014158e+00 2.874543962950154574e-01 2.143489742080203359e+04 0.000000000000000000e+00
2.091823096021849793e+00 6.746808666670698074e+01 6.815475935170076660e-01 3.364811789034745648e-01 7.501927011299656556e+00 3.193025744785933817e+00 2.270081683599110278e-01 1.815241706849948455e+00 3.988039789475642305e+00 4.824275872749419491e+00 2.143489772886950232e+04 0.000000000000000000e+00
2.452163427292764819e+00 6.827533272437476342e+01 6.993591860736649846e-01 8.430424093355666504e-02 6.437410562931797031e+00 2.849002936011334253e+00 1.526320786760616832e-01 5.723536505060838886e-01 2.566487237155818057e+00 3.382723905475762738e+00 2.143489949318144500e+04 0.000000000000000000e+00
8.971572058833487961e-01 6.842572042029355828e+01 6.983627298838923636e-01 -2.501085984044167931e-01 5.600490770633719251e+00 2.399042694045352864e+00 1.484514718202160077e-01 3.204687132469663968e+00 5.256850254367331665e+00 5.977877450249038382e+00 2.143489965716909137e+04 0.000000000000000000e+00
2.940671685109598865e+00 6.803893975065066968e+01 6.945628013362106223e-01 4.745537197205190738e-01 4.095262310227273161e+00 1.890397439558804793e+00 1.408638951931709959e-01 2.269243251093120972e-01 2.316074543889018234e+00 2.796801934902963360e+00 2.143490068113333837e+04 0.000000000000000000e+00
