# psi Mf af cosiota A2220 A2221 A2330 phi2220 phi2221 phi2330 logL logPrior
8.292742452682673182e-01 6.534578553256284295e+01 6.351208818952804869e-01 -2.322995425907412037e-01 4.693276454885245919e+00 9.857870252972105174e-01 1.783045028574286317e-01 5.691963720067497512e+00 2.297795300605527835e+00 3.244167067740002075e+00 2.142914231732890403e+04 0.000000000000000000e+00
1.504461353770462084e+00 6.999112432786824911e+01 7.285101677853869084e-01 -3.893623172066280058e-01 2.915130916834907993e+00 7.853110213485797741e-01 7.123848707044289075e-02 1.397431295502800930e-01 1.625548595482159353e+00 4.691593498069829948e+00 2.142914623778147143e+04 0.000000000000000000e+00
1.616805836480757375e+00 6.634196295777024943e+01 6.660293173945381895e-01 5.002953597265965557e-01 3.037933764576459250e+00 8.723655785314292643e-01 7.332836074542038729e-02 5.411330503279057957e+00 1.031622822420421803e+00 3.551955629829411265e+00 2.142914688881588518e+04 0.000000000000000000e+00
2.197831158296278176e+00 6.461734204504828938e+01 6.276960483750395614e-01 8.535859930192102318e-02 1.010236868876983252e+01 2.481748371186688118e+00 2.990538541627791314e-01 3.398765330078374003e+00 5.802514392962875078e+00 1.443267140185207076e+00 2.142917765764430442e+04 0.000000000000000000e+00
5.662370789669345372e-01 6.554543709333665902e+01 6.551500468887629935e-01 6.105413817960280154e-01 2.946661579203559533e+00 8.687235216946208594e-01 1.007196530016318120e-01 1.082944236535097637e+00 3.221809336869151608e+00 5.257256170044839472e+00 2.142920978138889404e+04 0.000000000000000000e+00
3.255006680759465754e-01 6.613353437868123308e+01 6.571720563594767306e-01 -5.231092741845978500e-01 3.418579069713808760e+00 9.216115759742024016e-01 8.459566139754608194e-02 4.187613711291894525e+00 3.875577593409661459e-01 1.738784817382819092e+00 2.142922098203123824e+04 0.000000000000000000e+00
1.788530468842818077e+00 6.640089028342659105e+01 6.724935243465619550e-01 -9.226973795378815568e-01 1.867026663003897635e+00 6.208992827374328893e-01 9.215363486659935988e-02 8.087465222318170888e-01 2.772110797713622343e+00 4.812398212577540413e+00 2.142928323810796428e+04 0.000000000000000000e+00
1.906274303627093492e+00 6.851245261701441791e+01 7.053732004921897669e-01 3.866419013452884745e-01 4.094168813533281437e+00 8.394426819776565907e-01 1.258409743882344112e-01 4.854829682184683470e+00 4.036749108143304343e-01 3.052765727860615730e+00 2.142928429346541452e+04 0.000000000000000000e+00
6.568639501391178026e-01 6.787961194618021921e+01 6.847391208910031946e-01 -8.144782545025820442e-01 2.090935065655557423e+00 2.839905595222748658e-01 8.253375127172367376e-02 4.966553408748916709e+00 8.809746200684739348e-01 2.967620035790214050e+00 2.142939426724834630e+04 0.000000000000000000e+00
3.523496204430502377e-01 6.799882974984832629e+01 6.929906200890638690e-01 -9.729665735792069059e-01 1.703403468757697992e+00 3.407789236113109022e-01 2.102078567901743966e-01 4.306857859347568152e+00 6.008620955166400712e+00 2.360114176386346241e+00 2.142941394290942844e+04 0.000000000000000000e+00
2.213946720326574802e+00 6.779581077582911064e+01 6.913713764875943912e-01 -4.880258840637006212e-01 3.368247975867341815e+00 6.992429659191088387e-01 1.270513073877918009e-01 1.803200159814398074e+00 3.975616851908459815e+00 5.781200446420815098e+00 2.142950423292185224e+04 0.000000000000000000e+00
2.094220720896439403e+00 6.804666780471930565e+01 6.917168148501600111e-01 -3.113769702305296261e-01 5.362065528142923476e+00 1.005080957747372494e+00 1.819688234903462376e-01 1.612974004746015710e+00 3.464196746474624611e+00 6.017575372045877558e+00 2.142950611944987759e+04 0.000000000000000000e+00
2.375896876213282827e+00 6.898152464140405016e+01 7.060877972311732087e-01 9.816179105007231120e-01 1.688446850388985121e+00 2.361940454468115791e-01 2.611024306002543427e-01 3.857830940800719421e+00 5.952889651086035627e+00 1.929899806286621500e+00 2.142951961717879749e+04 0.000000000000000000e+00
2.242761155063209610e+00 6.821983680593908161e+01 6.984184897442742290e-01 2.172185991719842169e-01 5.682771309133543447e+00 1.453880404822781802e+00 1.995022498993758997e-01 3.656980857529225304e+00 5.370812197374173813e+00 1.792205870311605942e+00 2.142953469624645368e+04 0.000000000000000000e+00
1.280442619055746967e+00 6.815798453420312342e+01 6.869888617496999750e-01 7.834112948283509237e-01 2.115102385655355910e+00 1.890012527774295459e-01 1.294250867701110808e-01 6.107856741873318285e+00 2.618538158533486371e+00 4.210861074990454256e+00 2.142954526162600814e+04 0.000000000000000000e+00
3.133555007472015319e-01 6.874845422422947649e+01 7.035388407525765553e-01 3.168394527797451232e-01 4.877624010794650466e+00 7.929719573805714683e-01 1.110210936088085465e-01 1.887904947414537515e+00 4.026587158838444758e+00 6.013167208815405118e+00 2.142955703448501663e+04 0.000000000000000000e+00
7.453540484130662946e-01 6.746974940138433396e+01 6.923634098633665301e-01 6.281367648547602212e-01 2.649428758090323743e+00 9.432385362734870826e-01 7.651209651253719490e-02 6.694365939937553245e-01 2.593231119813369734e+00 4.795784120542981199e+00 2.142955939158548063e+04 0.000000000000000000e+00
1.935748473863045716e+00 6.791866177922216252e+01 6.927003970079270712e-01 4.074734819486769966e-01 4.011875405779355752e+00 7.269652297070162694e-01 1.001476962068231363e-01 4.789996383757414655e+00 5.305295414468220727e-01 2.841466153288458862e+00 2.142956074458939838e+04 0.000000000000000000e+00
2.532623120211412449e+00 6.606324012137507395e+01 6.534781777045335360e-01 8.046776412918195120e-01 2.208413536278511557e+00 5.172146258384255901e-01 1.164048692426275511e-01 3.505065004217165381e+00 5.732520093548210127e+00 1.527122330346398549e+00 2.142960108638424572e+04 0.000000000000000000e+00
1.287983215862643194e+00 6.804273319235876727e+01 6.932387053811748245e-01 6.232870817211711989e-01 2.388360449513325712e+00 5.115655363941514766e-01 1.015151965779460402e-01 6.009704470751645822e+00 1.421103214525405223e+00 4.595519195315466376e+00 2.142962299958640870e+04 0.000000000000000000e+00
2.141128469095589182e+00 6.665643777901070166e+01 6.606365829116738198e-01 3.821916491009631489e-01 4.558485156529486382e+00 6.321968110013922448e-01 1.894992438013037295e-01 4.257712599309155799e+00 7.282787817404938746e-01 2.224114981761765808e+00 2.142964628784866727e+04 0.000000000000000000e+00
9.093945682268366193e-01 6.654522106639235801e+01 6.763683735924944651e-01 2.717753567425200134e-01 3.851012239414861593e+00 1.223729199906415266e+00 9.318302552310395170e-02 1.040259122099128630e-01 2.246703742392766490e+00 3.779790321402417774e+00 2.142965687762469679e+04 0.000000000000000000e+00
1.737548443223872807e+00 6.796702144382479105e+01 6.919287826665558860e-01 6.225870268470056201e-01 2.621570674389238853e+00 5.618137609733976356e-01 6.736859685344188942e-02 5.149990534930672936e+00 8.089342963747557791e-01 3.662577306536022537e+00 2.142970204600508077e+04 0.000000000000000000e+00
7.963773967459739644e-01 6.662159646241816802e+01 6.668658974390643257e-01 4.268760932362395955e-01 3.548359454859755679e+00 7.606425302977369851e-01 1.171908181491039258e-01 5.528056954512764465e-01 2.779510423213295223e+00 4.557638102454381723e+00 2.142971088013131521e+04 0.000000000000000000e+00
7.715673163928351563e-01 6.783677802097116682e+01 6.965233896793865398e-01 -1.431704720165584699e-01 5.314262940907466870e+00 1.467367294359216867e+00 1.290267673531619586e-01 5.661360868173979988e+00 1.376843953528000375e+00 3.074437614009815967e+00 2.142972060457386033e+04 0.000000000000000000e+00
2.159143225533064925e+00 6.690775056178448210e+01 6.722820279679744271e-01 -3.263918932048691657e-01 5.109891138523451559e+00 1.296953262592766221e+00 1.508859359455134996e-01 1.781398548140220361e+00 3.894401477642994269e+00 5.898636796302000995e+00 2.142973390604449742e+04 0.000000000000000000e+00
4.282559454360658491e-02 6.813060376796066464e+01 6.844131135917754793e-01 -4.652627678608320383e-01 3.064046025326752076e+00 2.545418876562677291e-01 1.016136683813644026e-01 3.640193346777294003e+00 5.911004911712018917e+00 1.749101241362545966e+00 2.142973393766925074e+04 0.000000000000000000e+00
1.998385115513948262e+00 6.613836784422639425e+01 6.618289488595104908e-01 3.214713685700105184e-01 5.588237206158690462e+00 1.401989202083500308e+00 1.329822164653421679e-01 4.602446763614691960e+00 7.402041463015824885e-01 2.205183257706738065e+00 2.142973610622125125e+04 0.000000000000000000e+00
8.060468804157377987e-02 6.652812656299165894e+01 6.740659541131744925e-01 -4.902752127371919899e-01 3.192429722510117696e+00 1.141919601444526755e+00 6.248076355964247985e-02 3.555313245729148086e+00 5.634053575106464429e+00 1.403678710109896421e+00 2.142973631467417727e+04 0.000000000000000000e+00
6.095047255177143963e-01 6.711263720381370490e+01 6.754655731956904496e-01 -4.242164735318615376e-01 3.920633171679100304e+00 8.094246746127030656e-01 6.835770885898566351e-02 4.936474895423939913e+00 8.539258587595981442e-01 2.827028671992755093e+00 2.142974008765518738e+04 0.000000000000000000e+00
1.842606702141599273e+00 6.734586249775034617e+01 6.869655288846159280e-01 3.938331023555627364e-01 4.001882476491542384e+00 1.185866542298710691e+00 7.452350042985421419e-02 4.995500205836183483e+00 6.436504220124673603e-01 2.810769604015074030e+00 2.142974708969550557e+04 0.000000000000000000e+00
1.915490406625149689e+00 6.601408151336302410e+01 6.495228055255320987e-01 -1.553506015389318762e-01 9.731013871079776223e+00 2.155356991221928364e+00 3.529988260257360677e-01 7.749386186631649354e-01 3.758768827627375853e+00 4.831823397746354054e+00 2.142974913365910106e+04 0.000000000000000000e+00
1.471159156595821971e+00 6.567661179586649212e+01 6.504924086634701341e-01 3.911685946964870708e-01 3.311657673172038407e+00 8.888976009176422499e-01 6.613644010226021885e-02 5.746196596921609334e+00 1.714962578411448613e+00 3.646979980639956320e+00 2.142975809543288051e+04 0.000000000000000000e+00
2.336324980950147623e+00 6.736845859856654783e+01 6.725312916294871046e-01 2.714889233792562862e-01 4.552262347541900844e+00 3.834076215680066735e-01 2.027643466763316416e-01 3.661340452409157731e+00 1.827395563082200580e-01 1.801344930718586479e+00 2.142986473643414865e+04 0.000000000000000000e+00
2.119986322388978994e+00 6.949654062983415770e+01 7.269571388783679922e-01 -2.988682720001944459e-01 5.150420712510366705e+00 1.777063607609123741e+00 1.127297112326980655e-01 1.607902603812641606e+00 3.220378721066018635e+00 1.769013095291425627e-02 2.142986614284277312e+04 0.000000000000000000e+00
2.282701752171071075e+00 6.875474430452196373e+01 7.001923651809084381e-01 9.166845601200609428e-01 1.771360197270366088e+00 2.625181900530998425e-01 1.547077005851694720e-01 4.056468019718934670e+00 5.502479494065306120e+00 2.482629624548225333e+00 2.142986839326352856e+04 0.000000000000000000e+00
7.318212261925348683e-01 6.707914506488238260e+01 6.653470344098247891e-01 -3.129831766736788645e-01 4.537683013954995737e+00 6.999753310202156964e-01 1.528999283583929170e-01 5.428065697346967866e+00 2.235087360466309736e+00 3.203915970252667389e+00 2.142987714795714055e+04 0.000000000000000000e+00
1.577291697760661027e+00 6.566447541049190306e+01 6.444229412322918238e-01 9.310511446928202428e-01 1.978360483725319030e+00 4.814990430332472537e-01 1.635721674023910555e-01 5.438489456433695857e+00 1.826486543820025510e+00 3.065434089613910729e+00 2.142990589382803228e+04 0.000000000000000000e+00
2.937494398029178111e+00 6.735291946657235940e+01 6.894300423394853494e-01 2.361677816087454085e-02 3.542245916245257753e+00 1.285489968816689421e+00 6.431425542034927001e-02 2.846432119053153187e+00 4.797406072846899683e+00 5.657710287655940418e-01 2.142993269327029338e+04 0.000000000000000000e+00
2.185038001184202106e+00 6.860952565806539383e+01 7.121824966885887953e-01 -5.640345901636483195e-01 2.856986353291945946e+00 9.542557838502869760e-01 6.379167005509518706e-02 1.646141547928724691e+00 3.344703533046419874e+00 1.076487262231878711e-01 2.142993713125348950e+04 0.000000000000000000e+00
2.597424081536255258e+00 6.893067796755998700e+01 7.103226619830647071e-01 2.583145430514984797e-01 3.317534311147003923e+00 8.612368980076346991e-01 9.512214322934968436e-02 3.142992463033562167e+00 4.834864162079096417e+00 1.629741115230131765e+00 2.142994744901179729e+04 0.000000000000000000e+00
1.248593206895357577e+00 6.578559573780947289e+01 6.508775199091010322e-01 -1.308183577257670260e-01 3.579226191263612300e+00 8.858202773995939028e-01 1.021581121668689029e-01 6.082541361136759583e+00 2.048790770620419366e+00 3.967427855458126817e+00 2.142995208361695404e+04 0.000000000000000000e+00
2.076084213616993690e+00 6.914224718312800633e+01 7.166920965731254922e-01 2.777729719119225726e-01 5.621646689748074799e+00 1.658021592137821631e+00 1.332259251628225560e-01 4.300479668914785947e+00 5.795604284430142528e+00 2.770371619716342160e+00 2.142995975408866434e+04 0.000000000000000000e+00
3.115809038960694277e+00 6.486100669279153408e+01 6.258969388028751135e-01 -4.083874219264909677e-01 3.553050551382586963e+00 8.507915253573486991e-01 1.500389198005064595e-01 3.459679292235141368e+00 2.604413412945685846e-01 1.255432251285257372e+00 2.142997114735438299e+04 0.000000000000000000e+00
4.607579282863193404e-01 6.843777988401664913e+01 6.963624382537568769e-01 -3.445296282054256531e-01 4.794572789858217554e+00 8.953252377884122204e-01 1.480954598123744304e-01 4.549248703231134172e+00 6.259074656909513479e+00 3.041336512971935413e+00 2.143001519180414471e+04 0.000000000000000000e+00
2.987674993889351427e+00 6.617073507141429900e+01 6.477433490954250805e-01 1.838255671459117224e-01 3.753357664853838482e+00 6.975304300227546106e-01 1.632514207647623727e-01 2.907899858470135879e+00 5.985746215574399010e+00 8.115919323212786862e-01 2.143005479679968266e+04 0.000000000000000000e+00
1.959286494193987815e+00 6.514869021770499558e+01 6.280353311855009224e-01 -5.484949224547631674e-01 3.406688566137755281e+00 7.916823528231685669e-01 1.440851500186854650e-01 1.276356164325136211e+00 4.274005224415792448e+00 5.146490956735127575e+00 2.143005942897194473e+04 0.000000000000000000e+00
1.384021793480922358e-01 6.696336858460443864e+01 6.833004704095330117e-01 -3.520566796031884271e-01 3.895648336052406790e+00 1.034312025945912650e+00 1.149607094721099426e-01 3.580708827636824410e+00 5.632620243900053225e+00 1.472440416710640410e+00 2.143018386734624437e+04 0.000000000000000000e+00
